Page Number,Summary
1,"The Admin Briefing document provides an overview of the administrative functions and responsibilities of the Singapore government. It covers topics such as the structure of the government, key agencies and departments, and the budget and financial management processes. The document also outlines the government's policies and initiatives in areas such as economic development, social welfare, and environmental sustainability. It highlights the importance of collaboration and communication between different agencies and the need for efficient and transparent governance. The document serves as a guide for government administrators and officials to effectively carry out their duties and fulfill the government's vision and goals for the country."
2,"The document is a welcome message from NUS-ISS, expressing their partnership with the reader in their digital learning journey. The organization aims to provide necessary skills and knowledge for professional and personal growth. The course materials are protected by copyright and are for personal use only. NUS-ISS offers a wide range of programmes in various industries and is dedicated to supporting the reader's growth. Assistance and information can be obtained through email or phone. The director of Executive Education & Corporate Services, Yum Hui Yuen, wishes the reader a productive and fulfilling learning experience."
3,The current public announcement system at NUS-ISS for emergency situations involves two stages. The first announcement is triggered by the fire alarm and informs people to remain calm and await further instructions. The second announcement will either inform that it was a false alarm or instruct people to evacuate using the nearest exit staircase and following the instructions of Fire Wardens. Lifts should not be used during an evacuation.
4,"The document outlines the evacuation staircases at levels 3 and 4, including Staircases 1-5 and the Main Lift Lobby. These staircases are designated as emergency exits and should only be used in the event of an evacuation. Each staircase has its own specific location and should be used accordingly. The Main Lift Lobby is also designated as an emergency exit and should only be used if all other exits are inaccessible. It is important to familiarize oneself with the location and use of these staircases in case of an emergency evacuation."
5,"In case of a fire alarm, evacuate the building immediately using the nearest exit door and following the signs to locate the staircase. Do not bring any belongings with you or use the lift, as it will be deactivated. Proceed to the assembly point, which is located at the carpark in front of the I-Cube entrance level, and do not re-enter the building unless instructed by the Fire Safety Coordinator or SCDF Officer."
6,"The briefing reminds administrators to take note of the emergency exits on each level of the building and to be aware of the locations of fire extinguishers, which can be found in all classrooms and at critical points on each floor. It emphasizes the importance of being prepared for emergencies and knowing the necessary safety measures in the building."
7,":

The NUS campus is WIFI-enabled, and students can connect to the ""NUS-Guest"" network. The university promotes sustainability by providing e-copies of course notes and using biodegradable cutleries. Students are reminded to switch their mobile phones to silent or vibration mode to avoid disrupting their learning experience. Smoking is strictly prohibited on campus."
8,"The document reminds administrators that food and drinks should only be consumed in Bisstro at level 3 and that the dress code for classes is smart casual, with no slippers, shorts, or singlets allowed. It also encourages administrators to provide feedback on the courses they have attended."
9,"The cleanliness of NUS-ISS facilities, including the CoE, Bisstro, pantry, classrooms, restrooms, and common spaces, is the responsibility of everyone. Unwanted food items and containers should be disposed of in Bisstro's bins. The CoE is available for students/participants to use. Shuttle service is provided from Dover MRT to NUS-ISS and from ISEAS to Dover MRT, with specific timings and a reminder to arrive at least five minutes early to avoid missing the bus. The service does not operate on Saturdays in December and on Sundays/public holidays."
10,":

The main entrance must be used to enter the NUS-ISS building and lights and air-con should be switched off before leaving a room. Amenities such as vending machines, nursing and prayer rooms, and parking for motorcycles, cars, and bicycles are available, as well as a cash card top-up machine. It is important not to shift furniture or lie down to sleep in common areas, and to avoid resting feet on chairs or other furniture."
11,"The document provides links to the official social media pages of the National University of Singapore's Institute of Systems Science (ISS), including Facebook, Instagram, YouTube, LinkedIn, and their official website. These platforms serve as important channels for communication and updates from ISS."
