Page Number,Summary
1,The document discusses the use of deep learning and transformer-based techniques in building vision systems. It is a version 2.0 of the S-VSE (Scene-Vision-System-Engine) project developed by Dr. Tian Jing at the National University of Singapore. The document cautions that notations and color codes across multiple slides may vary.
2,The document discusses the use of deep learning with transformer-based architecture for building vision systems. It explains how attention and tokenization are used to process input images and make classification decisions. The reference cited is a paper on using transformers for image recognition at scale. This approach is expected to be utilized in 2025 by the National University of Singapore.
3,"The document discusses the concept of tokenization for building vision systems using deep learning with transformers. Tokenization involves breaking down input into smaller chunks and converting them into feature embeddings through a learnable transform. This can be applied to various types of data, including images, text, and audio."
4,"The document discusses the tokenization process in the S-VSE (Building Vision Systems using Deep Learning) project, which uses a transformer-based approach. This involves reshaping and transposing a matrix of tokens, with each token having a certain number of dimensions. The two main operations are a linear combination of tokens and a token-wise nonlinearity via a function. This process allows for efficient processing and analysis of visual data."
5,"The document discusses the use of deep learning with transformers in building vision systems. It mentions that convolution can be understood as attention, where the output is the inner product between a local patch and weights. There are two types of convolution: distance-based and intensity-based. Distance-based convolution uses a domain filter or Gaussian function of spatial distance, while intensity-based convolution uses a range filter or Gaussian function of intensity difference."
6,"The Squeeze and Excitation (SE) block is a component of the S-VSE vision system that helps to improve feature representation and increase model performance. It consists of two operations: squeeze, which uses global average pooling to condense feature maps, and excitation, which uses a fully connected network to learn channel dependencies and output attention weights. This allows the system to emphasize important channels and suppress less relevant ones. The SE block is based on a paper published in CVPR 2018 and is a key observation in the development of the S-VSE system."
7,The spatial attention module in the S-VSE system uses two pooling operations to aggregate channel information and generate two 2D spatial maps. These maps are combined and passed through a convolutional layer with a sigmoid activation to create a spatial attention map. This map highlights important spatial locations and is applied to the input feature maps through element-wise multiplication. This approach is based on the Convolutional Block Attention Module and was presented in the ECCV 2018 conference.
8,"The general attention mechanism, known as QKV, is a function that maps a query and a set of key-value pairs to an output. This function uses a compatibility function to assign weights to each value based on its corresponding key. The output is a weighted sum of the values. The query, keys, and values are all vectors, and the output is also a vector. The query vector represents a specific position in a sequence, while the key and value vectors represent positions in an arbitrary sequence. The output vector corresponds to the query position."
9,"The document discusses the general attention mechanism (QKV) used in S-VSE, a deep learning transformer-based vision system. This mechanism involves calculating attention weights, alignment scores, and output vectors based on a query and key-value pairs. The attention weights are calculated using the softmax function, while the alignment scores are determined by a scaled dot-product operation. This mechanism allows the system to focus on relevant information and produce accurate output vectors."
10,"The general attention mechanism, known as QKV, calculates attention weights and alignment scores based on the query, key, and value vectors. These weights are then used to calculate output vectors, which are a weighted sum of the value vectors. The alignment scores are determined by a function that takes in the query and key vectors. The output vectors are calculated by multiplying the attention weights with the value vectors. The query, key, and value vectors are all in a specific dimension, and the alignment scores are determined by a scaled dot-product function."
11,"The attention mechanism in deep learning is represented by the QKV (query, keys, values) matrix. The output matrix is represented by AV, and the alignment scores are calculated using the scaled dot-product. The attention matrix is then calculated using the softmax function and the QK transpose matrix. This matrix is then multiplied by the values matrix to obtain the final output. The notation for this process is represented by A = softmax(QK^T/K)V."
12,"The attention mechanism, specifically self-attention, is an important component of building vision systems using deep learning with transformers. It involves three trainable matrices, 𝑾𝑾𝑞𝑞, 𝑾𝑾𝑘𝑘, 𝑾𝑾𝑣𝑣, and the embedding size of tokens 𝑿𝑿𝑛𝑛. The formula for self-attention involves 𝑸𝑸𝑲𝑲𝑇𝑇 and 𝑾𝑾𝑞𝑞, 𝑾𝑾𝑘𝑘, 𝑾𝑾𝑣"
13,"−∞ 0 −∞ −∞ −∞ −∞ −∞ 0 −∞ −∞ −∞ −∞ 0.

The attention mechanism in deep learning systems uses masked self-attention, where certain tokens are purposely omitted from contributing to attention weights. This is represented by a mask matrix 𝑴𝑴, where omitted entries are given a value of −∞. For example, if 𝑘𝑘3 is omitted, the mask matrix would be [REDACTED_PHONE] −∞ −∞ −∞ −∞ 0 −∞ −∞ −∞ −∞ −∞ 0 −∞ −"
14,"The attention mechanism in deep learning can be categorized into self-attention and cross-attention. In self-attention, the keys, values, and queries are all derived from the same source. In cross-attention, the keys, values, and queries are derived from separate sources, such as channels, branches, or frames. The calculation of cross-attention involves the use of keys, values, and queries from both sources to produce a new output."
15,"𝑾𝑾𝑜𝑜 𝑑𝑑ℎ

Multi-head self-attention is a mechanism used in deep learning for building vision systems using transformers. It involves projecting inputs and outputs with different learned linear projections and performing parallel attentions in multiple heads. To maintain the input and output dimensions, the embedding size is divided by the number of heads. Trainable matrices are used for the projections and the softmax function is applied to the resulting outputs."
16,"This section discusses the use of attention calculations in building vision systems using deep learning with transformers. It explains the three types of attention: channel attention, spatial attention, and self-attention. Each type has a different input and output calculation, with examples provided. The concept of cross-attention is also introduced, which involves using a different query input (Y) to calculate the attention output (Z) based on the key and value inputs from the original image (X). A summary table from GPT-4 is included for reference."
17,"The document discusses various attention mechanisms in computer vision, which are used to dynamically select and weight features in a vision system. These mechanisms include channel attention, spatial attention, temporal attention, branch attention, and combinations of channel and spatial attention, as well as spatial and temporal attention. These mechanisms are used to identify and focus on important features in a given input feature map."
18,"The toy experiment aims to train a sequence-to-sequence mapping model using deep learning techniques. The input consists of four types of waves with fixed width, random height, and center, with no overlapping. The output is the average height of the same type of two waves. The dataset includes 1000 sequences, with an 80/20 train-test split. The model is evaluated using the mean squared error loss function."
19,"This section discusses a toy experiment using a 1D CNN model with self-attention for building vision systems using deep learning. The experiment involves training the model on a dataset and evaluating its performance on a test set. The results show that the model with self-attention outperforms the regular 1D CNN model, indicating the effectiveness of incorporating self-attention in deep learning for vision tasks."
20,The document describes a toy experiment using 1D CNN models with and without self-attention. The MSE (mean squared error) for the model with self-attention was significantly lower (0.5537) compared to the model without self-attention (1.9508). This suggests that incorporating self-attention can improve the performance of deep learning models in building vision systems.
