Page Number,Summary
1,"This document discusses Module 2.2 of the EB5204 course, which covers lexicon-based and supervised methods for sentiment mining in new media. The module will be taught by Dr. Wang Aobo and his email is redacted."
2,"The agenda for the day includes discussions on considerations for designing a sentiment analysis system, the use of a lexicon-based approach for sentiment mining, generating training data sets for sentiment mining, and using word embedding vectors as features for sentiment mining. These topics will cover important aspects of sentiment analysis system design and provide insights into feature engineering for effective sentiment mining."
3,"The document discusses the importance of cost and speed in data processing, using examples such as e-commerce reviews and social media monitoring. These tasks involve processing large amounts of data, with platforms like Amazon handling trillions of customer reviews daily and millions of social media posts per second. The document also highlights the need for model refreshment with newly collected data every day, and emphasizes the importance of lightweight and high-performance solutions."
4,"The document discusses domain-specific tuning, using the example of financial sentiment analysis. It mentions a specific model, FinBERT/AZFinText, which is trained on SEC filings, earnings reports, and analyst reviews and has been found to outperform general GPT-based sentiment analysis. This model is well-suited for structured financial news and investment reports and is easier to fine-tune and re-train."
5,"The agenda for the day includes discussions on the design of a sentiment analysis system, using a lexicon-based approach for sentiment mining, generating a training data set for sentiment mining, and feature engineering. The use of word embedding vectors as features will also be explored."
6,This section discusses the use of logistic regression for sentiment analysis and the importance of explainability in this process. It explains how SHAP (SHapley Additive exPlanations) can be used to interpret the results of the logistic regression model and understand the impact of each feature on the sentiment prediction. The section also discusses the limitations of using logistic regression for sentiment analysis and suggests alternative approaches for better accuracy.
7,"The document discusses the concept of explainability in machine learning and how it can be achieved through the use of Permutation Feature Importance in ML.NET models. This method helps to identify the most important features that contribute to the model's predictions, allowing for better understanding and interpretation of the model's behavior. The document provides a step-by-step guide on how to implement this technique in ML.NET, as well as examples and explanations to further clarify its use."
8,The concept of explainable AI (XAI) is becoming increasingly important as AI systems are being used in various industries. XAI refers to the ability to understand and interpret the decisions made by AI models. Two popular methods for achieving XAI are LIME (Local Interpretable Model-Agnostic Explanations) and SHAP (SHapley Additive exPlanations). LIME provides explanations for individual predictions by approximating the model's behavior locally. SHAP uses game theory to assign importance values to features in a model. Both methods can help improve trust and transparency in AI decision-making.
9,"The agenda for the session includes discussing important factors to consider when designing a sentiment analysis system. The session will cover the use of a lexicon-based approach for sentiment mining, creating a training data set for sentiment analysis, and feature engineering techniques. Additionally, the session will explore the use of word embedding vectors as features in sentiment analysis."
10,"ms inference with TensorRT • TensorRT can optimize pre-trained models for faster inference on GPUs.

Real-time analysis is important for tasks such as customer support chat sentiment tracking. An example use case is a chatbot that needs to analyze user sentiment quickly. This can be achieved using a pre-trained sentiment model, which is more cost-effective than using a more advanced model like GPT. TensorRT is a tool that can optimize pre-trained models for faster inference on GPUs, achieving high-speed 10ms inference."
11,"The cost and speed of implementing a new network management system (NMS) are important considerations for any organization. The initial cost of purchasing and installing an NMS can be high, but the long-term benefits of improved efficiency and reduced downtime can outweigh this expense. Additionally, the speed at which the NMS can be implemented and integrated with existing systems is crucial to minimize disruption and ensure a smooth transition. Factors that can affect the speed of implementation include the complexity of the network, the level of customization required, and the availability of resources and expertise. Careful planning and consideration of these factors can help organizations successfully implement a new NMS."
12,"The agenda for this session includes discussions on important factors to consider when designing a sentiment analysis system, such as using a lexicon-based approach and creating a training data set. Feature engineering and incorporating word embedding vectors as features will also be explored."
13,"The typical sentiment analysis system consists of five main steps. The first step involves data collection and preprocessing, where relevant data is gathered and cleaned for analysis. The second step is feature extraction, where important features are identified from the data. The third step is sentiment classification, where the sentiment of the text is determined using various techniques such as machine learning algorithms. The fourth step is evaluation, where the accuracy of the sentiment analysis is measured. The final step is deployment, where the sentiment analysis system is implemented for use in real-world applications."
14,"The first step in implementing a business analytics system is to clearly define the business objectives. These objectives could include reducing customer churn by addressing key complaints, predicting stock market reactions based on public sentiments, identifying and reporting fake news, and understanding public sentiment towards a new public policy after consultations. It is important to have a clear understanding of these objectives in order to effectively utilize business analytics."
15,"The second step in text data analysis is to identify the source and type of text data. The pre-processing methods used will vary depending on the type of data, such as social media or news articles. Well-structured data from sources like WSJ and Reuters can be extracted more easily."
16,"Before training sentiment analysis models, it is important to have high-quality training corpora. This can be achieved by having domain experts perform data annotations or using a systematic data annotation scheme. Additionally, performing tasks like Subjectivity Classification and Sarcasm Detection can help ensure accurate computation of sentiment scores. This is crucial as the saying ""garbage in, garbage out"" applies to sentiment analysis as well."
17,"Step 4 of the NMSM process involves sentiment classification and scoring, which can be done at different levels such as document-level and sentence-level. Examples of supervised methods for sentiment classification include Naïve Bayes, kNN Classification, Maximum Entropy, and Support Vector Machine. Unsupervised methods include using syntactic patterns and web search, as well as sentiment lexicons. Evaluating the performance of these models can be a challenge."
18,"Step 5 of the NMSM process involves identifying and defining key performance indicators (KPIs) that align with the business objectives of the system. KPIs are quantifiable measurements that demonstrate the value of the system and its return on investment (ROI). It is important to ensure that the insights gained from the system are actionable and effectively communicated to stakeholders through sentiment visualization, such as dashboards. This step helps to ensure that the resources invested in the system are justified and provide clear benefits to the business."
19,"The lexicon-based semi-supervised approach is a method for sentiment analysis that uses a combination of labeled and unlabeled data to classify text into positive, negative, or neutral sentiment. This approach involves creating a lexicon or dictionary of words associated with each sentiment category, and then using this lexicon to assign sentiment scores to words in the unlabeled data. These scores are then used to classify the text as positive, negative, or neutral. This approach is useful for situations where there is limited labeled data available, as it can still achieve accurate results by leveraging the large amount of unlabeled data. However, it also has limitations, such as the potential for bias in the lexicon and the need for continuous updating as language evolves."
20,"The Lexicon semi-supervised approach is a commonly used method in industry, particularly in finance, for sentiment analysis. It utilizes patterns and rules derived from words to determine sentiment scores, which are then aggregated for a more accurate analysis. This approach has been proven effective in the finance industry, as shown by a 2011 paper that sparked a trend in its use. Its overall effectiveness should not be underestimated."
21,"The lexicon-based approach for sentiment analysis involves using a sentiment lexicon, which includes words, phrases, and idioms, as well as composite expressions and rules for opinions. This method calculates the sentiment polarity of a target in a sentence by considering the distances between sentiment expressions and the target entity or aspect. It also takes into account sentiment shifters, but-clauses, and the syntactic relationships between sentiment expressions and opinion targets."
22,"The Lexicon semi-supervised approach involves using a predefined list of words, phrases, and expressions to determine sentiment. This includes both positive and negative terms, as well as phrases, slangs, and idioms. However, there may be flaws in this approach due to the context in which these terms are used. For example, a phrase like ""the bag is a little big for her"" may not accurately reflect the sentiment towards the bag, and a statement like ""that's pretty ugly"" may not convey a strong negative sentiment."
