Page Number,Summary
1,"The document discusses entity and aspect mining, a process used in sentiment mining to identify and analyze entities and their associated aspects in text data. It is a key component of the EBA5004 PLP course on new media and sentiment mining, taught by Dr. Fan Zhenzhen at the National University of Singapore. The document is copyrighted by the university and all rights are reserved."
2,This module aims to equip readers with the ability to identify tasks in aspect-based sentiment analysis and extract key entities and aspects from opinions for further analysis. It also covers common and LM-based approaches for performing entity and aspect extraction.
3,"The document discusses the concept of opinion targets, which are entities and their aspects that are the focus of sentiment analysis in ABSA. It outlines the different tasks involved in ABSA and the various approaches used for entity and aspect extraction, including frequency-based, lexical-syntactic, supervised-learning, deep-learning, and zero-shot approaches. The document is copyrighted by the National University of Singapore."
4,"The document discusses the importance of entities and aspects in aspect-based sentiment analysis (ABSA). Entities refer to the objects or concepts being evaluated, while aspects are the specific features or characteristics of these entities that are being analyzed for sentiment. ABSA involves identifying these entities and aspects from text data and then determining the sentiment associated with each aspect. This process is crucial for accurately understanding the sentiment expressed towards different entities and their aspects. Additionally, the document mentions the challenges in identifying entities and aspects, such as ambiguity and inconsistency in language use. It also highlights the potential benefits of ABSA, including improved product/service development and customer satisfaction."
5,"This page discusses the concept of opinion targets and their aspects in sentiment mining. An opinion is made up of a sentiment and a target, and detecting and determining its polarity is an important step in sentiment mining. However, to fully understand what people like or dislike, a finer-grained analysis is needed, which involves identifying the opinion target, which can be an entity or its aspects. This is crucial for applications such as product review analysis."
6,"The document defines opinion as a quadruple consisting of a sentiment target, sentiment, opinion holder, and time. In entity and aspect mining, there is an extra dimension of aspect/feature, resulting in a quintuple with entity and aspect representing the opinion target."
7,"Opinion target extraction involves identifying entities and aspects from text data, such as product names, services, individuals, events, and organizations. This task falls under the category of Information Extraction (IE) and is important for understanding opinions and sentiments expressed in text. An example of this is identifying the specific product or aspect that a person is expressing their opinion about, such as the service or battery life of a restaurant or iPhone."
8,"The typical tasks for Aspect-Based Sentiment Analysis (ABSA) involve identifying subjective sentences, extracting entities and aspects that have been commented on, determining the sentiment of the opinions, grouping synonyms for entities and aspects, and producing a summary of opinions from multiple reviews. These tasks are important for understanding and analyzing customer opinions and feedback."
9,"The ABSA (Aspect-Based Sentiment Analysis) subtasks involve identifying and extracting entities and aspects from text, as well as determining the sentiment associated with each aspect. Entities refer to specific objects or concepts mentioned in the text, while aspects are the specific features or attributes of those entities. These subtasks are important for understanding the opinions and sentiments expressed in text and can be used for tasks such as product reviews and customer feedback analysis."
10,"The methods and features used for recognizing entities and aspects are typically different due to their unique characteristics. The main idea is that every opinion has a target, which can be an aspect or an entity. This target is usually a noun or noun phrase, but not always. Therefore, syntactic structures are often used to identify the relationship between opinions and targets."
11,"and Aspect Mining


The document discusses entity extraction and aspect mining, which are techniques used in natural language processing to identify and extract important information from text. Entity extraction involves identifying and categorizing named entities, such as people, organizations, and locations, while aspect mining involves identifying and analyzing the different aspects or features of a particular entity. These techniques are important for tasks such as sentiment analysis and information retrieval. The document also mentions the use of machine learning and deep learning algorithms for more accurate and efficient entity extraction and aspect mining."
12,"Entity extraction is a problem similar to Named Entity Recognition (NER) in natural language processing (NLP). There are three main approaches to entity extraction: rule-based, supervised statistical machine learning, and semi-supervised methods. Mature tools exist for NER, but not for entity extraction. In sentiment analysis, entities may need to be grouped into synonyms for accurate analysis."
13,"The main difference between traditional Named Entity Recognition (NER) and sentiment mining is that while NER aims to identify all named entities of certain types in a corpus, sentiment mining focuses on finding mentions of specific entities, such as a company's own products or its competitors' products. This is achieved through two steps: identifying all mentions of the desired entities and then determining which entity each mention belongs to through entity linking or disambiguation/resolution."
14,"The document discusses entity resolution, which involves dealing with two common name ambiguity problems: polysemy and synonymy. Polysemy refers to words with multiple meanings, such as ""Apple"" which could refer to the company or a newspaper. Synonymy refers to different ways of referring to the same entity, such as ""National University of Singapore"" and ""NUS"". The goal of entity resolution is to cluster mentions of entities and map them to the correct target entities."
15,"The document discusses the scope of entities in different types of text data. Entity-focused corpora, such as online reviews, provide entity information through meta-data, but mentions of other entities may need to be identified for comparison in opinion mining. Domain-focused corpora, such as forum discussions, typically focus on a specific type of product or topic and require entity extraction and linking. Open domain corpora, like Twitter, can contain documents about any entity or topic with little or no meta-data, making entity extraction and linking the most challenging."
16,"The document discusses the use of keyword search in a large corpus, particularly on social media platforms like Twitter. It emphasizes the importance of having a clear mining objective and creating a comprehensive list of name variations to search for in order to retrieve relevant posts. However, due to polysemy (multiple meanings for a single word), a filtering step may be necessary to ensure that the retrieved posts truly contain the desired entities."
17,", the sentiment polarity at the brand level can be derived

The complexity in sentiment analysis for consumer products lies in the hierarchical relationship between entities such as brands and models. For example, the brand Apple has models such as the iPhone and iPhone Pro. By separating brands and models, sentiment polarity at the brand level can be determined. This is important in understanding overall sentiment towards a particular brand."
18,"The document discusses the process of supervised entity linking, which involves identifying whether a mention in text refers to a known entity or not. Instead of the traditional categories of person, organization, and geopolitical entity, the focus is on identifying products, services, and brands. This process requires a set of desired entities with their types and disambiguating text, as well as entity expressions to be linked. A possible solution involves candidate generation using heuristic rules and candidate ranking or classification using features such as similarity of entity names, context, and type. The main challenges in this process are feature engineering and obtaining enough labeled examples."
19,"The document discusses semi-supervised extraction methods for identifying entities in a given corpus. While supervised methods such as HMM or CRF require labeled training data, semi-supervised approaches utilize unlabeled examples. This includes PU learning and Bayesian sets, which use a set of seed entity names to identify other entities of the same type in the corpus. The general idea is that if these entities appear in similar contexts, they are likely to be the same type."
20,"PU learning is a method used to identify entities, such as phones, from a given set of positive examples and a corpus. It involves finding candidate entities from the corpus using specific POS tags and creating a TF vector for each mention of a seed entity. This vector represents a positive example and uses the surrounding words context of the seed mention. A PU learning algorithm, such as S-EM, is then used to label the candidates and learn a classification model. This method has been compared to distributional similarity in entity set expansion."
21,"This section discusses the extraction of opinion holders and time from various types of data. In social media data, the opinion holder is usually the author of the post, making it easy to extract. However, for other data such as news articles, the opinion holder and time may need to be extracted from the text, using methods like Maximum Entropy modeling. This is particularly important for quoted text, where the opinion holder and time may not be explicitly stated."
22,"The process of aspect extraction involves identifying and extracting specific aspects or features from a given text or document. This can be done using various techniques such as rule-based, statistical, or machine learning approaches. The extracted aspects can then be used for tasks such as sentiment analysis, opinion mining, and topic modeling. However, aspect extraction can be challenging due to the complexity and ambiguity of natural language and the need for domain-specific knowledge."
23,"The document discusses various approaches to entity and aspect mining, including finding frequent nouns and noun phrases, utilizing syntactic relations, using traditional supervised learning, employing Deep Neural Networks (DNN), and implementing zero-shot IE with large language models. These methods can help extract entities and aspects from text data, providing valuable insights for natural language processing tasks."
24,"The frequency-based approach is a common method for aspect mining, which involves analyzing the frequency of words in a given text to identify important aspects. This approach is based on the assumption that aspects are frequently mentioned in a text and therefore have a higher frequency compared to other words. It involves using techniques such as term frequency-inverse document frequency (TF-IDF) and n-gram analysis to extract relevant aspects from a text. This approach has been used successfully in various applications, including sentiment analysis and opinion mining. However, it has limitations, such as being sensitive to noise and not capturing the semantic relationships between words. Therefore, it is important to combine this approach with other methods for more accurate aspect mining."
25,"The method of using frequencies to identify aspects in product reviews assumes that there are a sufficient number of reviews about the same product or similar products. It involves using a POS tagger to identify nouns and noun phrases, counting their occurrence frequencies, and keeping only the frequent ones above a certain threshold. This approach has been found to work well, as aspects are typically expressed as nouns and noun phrases, and the vocabulary used by reviewers tends to converge when discussing the same type of product. Infrequent terms are often irrelevant."
26,"The document discusses the use of entities and aspect mining in analyzing online reviews, specifically focusing on popular mentions from TripAdvisor. The goal is to identify the most frequently mentioned entities and aspects in reviews and use this information to improve customer satisfaction and business strategies. The process involves using natural language processing techniques to extract entities and aspects from reviews and then ranking them based on their frequency and sentiment. This can provide valuable insights for businesses to make data-driven decisions."
27,"Frequency-based aspect extraction is a simple and effective method for identifying important aspects of a product. It involves detecting collocations and using frequency as a key factor. This approach is also applicable to entity extraction. However, it may not be effective if the corpus contains a mix of very different products or if each product only has a few reviews."
28,"To improve precision in aspect mining, a simplified version of Point-wise Mutual Information (PMI) can be used to calculate the co-occurrence strength between noun phrases. Heuristics can then be applied to filter for phrases that are likely to be aspects of entities, such as those indicating part-of relations. For example, in camera reviews, phrases like ""of camera"", ""camera has"", and ""camera comes with"" can be used to find camera components through web search. The discovered phrases that frequently co-occur with these part-of relation indicators are likely to be correct aspects."
29,"The document discusses how to distinguish between components or parts and attributes. This can be achieved through morphological cues such as suffixes like ""-iness"" or ""-ity,"" or by using resources like WordNet. WordNet can also help identify synonyms, antonyms, hyponyms, hypernyms, meronyms, and holonyms for a given word, such as ""camera."""
30,"• Hypernyms (camera is-a x)

The concept of ""is-a"" relationships is important in entity and aspect mining. Hyponyms, or subtypes, are entities that are more specific than a given entity, while hypernyms, or supertypes, are entities that are more general. For example, a camera is a type of entity, while specific types of cameras such as digital cameras or film cameras are hyponyms of the camera entity. On the other hand, camera is a hypernym of digital cameras and film cameras. Understanding these relationships can help in identifying and categorizing entities and aspects in text."
31,"The document discusses the is-a relation, specifically hypernyms, which describe a hierarchical relationship between entities. For example, a camera is-a device or object. This relation is useful for aspect mining, as it helps identify the general category of an entity, which can then be used to extract relevant aspects."
32,"The concept of a ""part-of"" relation is discussed, specifically in relation to meronyms, which describe the relationship between two entities where one is a part of the other. This is commonly seen in language processing tasks, such as identifying that a camera is made up of different parts, such as a lens and a body. This type of relation is important in aspect mining, as it helps to identify the components or aspects of a larger entity."
33,"The document discusses various methods for refining entity and aspect mining. These methods include filtering by dropping aspects with insufficient mentions, collapsing aspects at the word stem level, using pattern-based filters to remove non-aspect expressions, comparing frequencies of candidates in review and generic corpora, and using information distance to find related words. These methods aim to improve the accuracy of identifying true aspects."
34,"Page 34 discusses lexico-syntactic approaches in the context of entity and aspect mining. These approaches use linguistic patterns and syntactic structures to identify entities and aspects in text. They can be applied to different languages and domains, and have been shown to be effective in extracting relevant information from large datasets. However, these approaches may struggle with complex or ambiguous language, and may require manual annotation or refinement. Overall, lexico-syntactic approaches are a useful tool for entity and aspect mining, but may need to be combined with other techniques for optimal results."
35,"The document discusses the use of syntactic relations and linguistic patterns to identify sentiment expressions and their corresponding targets. This requires a parser to analyze the sentence structure. Examples of syntactic relations include the use of adjectives to describe a target, such as ""great photos"" or ""great picture quality and battery life."" Linguistic patterns, such as ""X of Y"" and genitives, can also be used to identify aspect-entity relations, such as ""the voice quality of the iPhone"" or ""the camera's price."""
36,"The document discusses using a dependency parser to identify reliable dependency relation templates from labelled training data, which can then be applied to find valid aspect-sentiment pairs in test data. This method, known as Double Propagation, allows for the simultaneous extraction of both sentiment words and opinion targets. An example of a pattern used in this method is ""NN - nsubj - JJ"", which would match a sentence like ""The software is amazing."" The Stanford Parser is recommended for this task."
37,"Dependencies are binary relations that show grammatical relationships between a governor (or head) and a dependent. For example, the dependency amod (adjectival modifier) indicates that an adjectival phrase modifies the meaning of a noun phrase. In the sentence ""I like this amazing software,"" the dependencies include nsubj (nominal subject), dobj (direct object), det (determiner), and amod (adjectival modifier). These dependencies show that ""I"" is the subject of ""like,"" ""software"" is the object of ""like,"" ""this"" is the determiner of ""software,"" and ""amazing"" modifies ""software."""
