Page Number,Summary
1,"The document is an orientation guide for students enrolled in the Master of Technology program at NUS-ISS. It provides information on the program structure, curriculum, and academic policies. The program offers specializations in Enterprise Business Analytics, Intelligent Systems, and Software Engineering. The orientation will take place on January 4, 2023 and will include an overview of the program, networking opportunities, and a campus tour. Students are encouraged to attend and make the most of their time at NUS-ISS."
2,"The document outlines the agenda for the MTech orientation on January 4, 2023. The event will begin with a welcome and introduction to NUS-ISS by CEO Mr. Khoong Chan Meng, followed by an introduction to the MTech program by Director Dr. Leong Mun Kew. Attendees will then have the opportunity to meet and hear from various teaching staff and senior students, as well as receive an administrative briefing from Head of Programme Operations Ms. Christina Lee. A student wellness talk will also be given by Residential Wellness Manager Mr. Goh Si Wei. The day will end with a team building activity at bISStro."
3,"The document begins with a welcome and introduction to the NUS-ISS (Institute of Systems Science) by the Chief Executive Officer, Mr. Khoong Chan Meng. He highlights the institute's focus on developing digital leaders and its strong partnership with industry and government agencies. He also mentions the institute's commitment to lifelong learning and its role in driving digital transformation in Singapore and the region. Mr. Khoong encourages new students to make the most of their time at NUS-ISS and take advantage of the diverse learning opportunities available."
4,"The NUS-ISS MTech is a graduate programme offered by the National University of Singapore's Institute of Systems Science (NUS-ISS). It is designed for professionals seeking to enhance their skills and knowledge in the areas of information technology, business analytics, and digital leadership. The programme is led by Dr Leong Mun Kew, who serves as the Director of Graduate Programmes at NUS-ISS."
5,"Dr. Leong Mun Kew is the current Director of Graduate Programmes at the Institute of Systems Science (ISS) at the National University of Singapore (NUS). He has over 30 years of experience in IT, including roles as Chief Technology Officer and Deputy CIO at the Singapore National Library Board and Principal Scientist at the A*STAR Institute for Infocomm Research. He has also published papers, holds patents, and has been a speaker at numerous international events. Dr. Leong received his PhD from Stanford University and is a Senior Member of the Singapore Computer Society."
6,"(NUS)

The National University of Singapore (NUS) has been ranked #1 in Asia in the QS Universities Ranking 2022. This ranking solidifies NUS's position as a leading global university in Asia."
7,"The NUS Institute of Systems Science (ISS) has trained over 166,000 digital leaders and professionals, with over 7,600 alumni from graduate programs. They have also worked with 8,060 corporate clients and offer 220 programs, including internationalization and blended learning options."
8,"The NUS-ISS Graduate Programmes offer a range of postgraduate degrees, including a Graduate Diploma in Systems Analysis and various Master of Technology degrees in Enterprise Business Analytics, Intelligent Systems, Software Engineering, and Digital Leadership. These programs are designed to equip students with the necessary skills and knowledge to excel in their chosen field and advance their careers. The programs are offered by the National University of Singapore - Institute of Systems Science (NUS-ISS) and are open to both local and international students."
9,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS) from its inception in 1981 to the present day. These milestones include obtaining industry certifications in 1999, participating in the Skills Future Movement in 2008, launching the Master of Technology program in 2006, establishing the eGovernment Leadership Centre in 2015, and the Smart Health Leadership Centre in 2017. The ISS has also been involved in the Industry 4.0 Skill Future Series and offers stackable programmes. The institute has partnerships with organizations such as GovTech Digital Academy and offers blended learning. The document also mentions future plans for 2022."
10,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS) from the 1980s to the 2020s. These include the inception of ISS in 1981, industry certifications in 1999, and the Skills Future Movement in 2008. In 2006, ISS launched the Master of Technology program and in 2015, the eGovernment Leadership Centre was established. The Smart Health Leadership Centre was launched in 2017, followed by the Industry 4.0 Skill Future Series and Stackable Programmes. ISS also became an operating partner of the GovTech Digital Academy and introduced blended learning in 2022. Some of the key programs offered by ISS include the Leaders' Programme ("
11,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS) from its inception in 1981 to the present day. These milestones include industry certifications in 1999, the Skills Future Movement in 2008, and the establishment of various learning centers such as the eGovernment Leadership Centre and Smart Health Leadership Centre. In recent years, ISS has also introduced stackable programs, partnerships with industry and government agencies, and a blended learning approach. The document also highlights the various Master of Technology programs offered by ISS, including Knowledge Engineering, Software Engineering, Enterprise Business Analytics, IT Leadership, and Intelligent Systems. Some of these programs have been revised or replaced over the years."
12,"ISS has undergone significant evolution since its inception in 1981. In the 1980s, ISS was established and in the 1990s, it received industry certifications. In the 2000s, ISS became a part of the Skills Future movement and introduced multiple learning pathways. In 2006, the Master of Technology program was launched and in 2015, the eGovernment Leadership Centre was established. The Smart Health Leadership Centre followed in 2017, and in the 2020s, ISS will continue to offer industry-relevant programs such as the Industry 4.0 Skill Future Series and Stackable Programmes. ISS is also an operating partner of the GovTech Digital Academy and offers blended learning options. By"
13,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS) from its inception in 1981 to the present. These include achieving industry certifications in 1999, participating in the Skills Future movement in 2008, and launching the Master of Technology program in 2006. In recent years, ISS has expanded its offerings to include the eGovernment Leadership Centre and the Smart Health Leadership Centre in 2015 and 2017 respectively. The institute has also partnered with various organizations, such as the Government Technology Agency (GovTech) and the Lee Kuan Yew School of Public Policy, to provide blended learning and stackable programs in areas such as Industry 4.0. These initiatives aim to equip individuals"
14,"The ISS (Institute of Systems Science) has undergone significant developments since its inception in 1981. In the 1980s, it was established, and in the 1990s, it obtained industry certifications. In 2006, it launched the Master of Technology program, and in 2008, it became part of the Skills Future movement. In the 2010s, it established the eGovernment and Smart Health Leadership Centres, and in 2017, it launched the Industry 4.0 Skill Future Series and Stackable Programmes. It has also partnered with GovTech and launched the Digital Academy for blended learning. In 2022, it will offer WSQ NICF and WDA CET Centre programs"
