Page Number,Summary
1,"The document outlines the rules, regulations, and procedures for the Master of Technology programs in Enterprise Business Analytics, Artificial Intelligence Systems, and Software Engineering at the National University of Singapore's Institute of Systems Science. It states that the contents of the document are confidential and may not be reproduced without written permission from NUS-ISS. The address of the institute is also provided."
2,"The document outlines the rules and regulations for the Master of Technology program at NUS-ISS, specifically in the fields of Enterprise Business Analytics, Artificial Intelligence Systems, and Software Engineering. It covers examination and capstone project regulations, student attendance regulations, tuition fee payment matters, selection procedure for specialist graduate certificates, regulations on the use of NUS-ISS facilities and computer facilities, and student policies such as responsibility for notices and correspondences, data protection policy, and codes of student conduct."
3,"The document outlines the rules, regulations, and procedures for the Master of Technology program in Enterprise Business Analytics, Artificial Intelligence Systems, and Software Engineering at NUS. It includes information on risk acknowledgement and consent, NUS' do-not-call policy, student confidentiality and intellectual property agreements, and acceptable use policies for IT resources. Additional requirements such as student insurance and employment for full-time students are also mentioned. The document also provides contact information for further inquiries."
4,"students will be informed accordingly.

The document outlines the rules, regulations and procedures for the Master of Technology (MTech) program at NUS-ISS, specifically for the specializations of Enterprise Business Analytics, Artificial Intelligence Systems, and Software Engineering. Students are expected to be familiar with and adhere to these policies, as well as those set by the National University of Singapore. The document also includes information on examination and capstone project regulations, including confidentiality of examination papers and the availability of past papers. Sample questions and preparatory reading materials may be provided to students before exams."
5,"The Master of Technology program at NUS-ISS offers specializations in Enterprise Business Analytics, Artificial Intelligence Systems, and Software Engineering. Examination papers are organized into sections with multiple questions, and students are expected to answer all questions in the designated spaces provided. Revision sessions may be arranged upon request. Changes to rules and procedures will be communicated through email and CANVAS. In the event of unexpected circumstances, alternative modes of assessments or examinations may be implemented. Assessments are held after the completion of each Graduate Certificate, and the dates and times are listed in the MTech timetable. Students will receive an exam notification letter a month before exams with venue, timing, and instructions. No supplementary exams will be arranged for missed exams and students must follow a pre-defined"
6,"The rules and regulations for examinations in the Master of Technology program include the allowance of reference materials for open book exams, the prohibition of electronic devices, and the requirement to follow instructions and not communicate with other students. Students must also bring their NUS Student ID for attendance and are not allowed to smoke, vape, or eat in the exam hall. In case of illness, students may leave the exam to seek medical attention and must submit a medical report from a registered practitioner within 48 hours. The report will be presented to the Board of Examiners and any fees incurred will be borne by the student. If a student completes the exam despite being ill, the Board of Examiners may take it into account if a medical report is submitted within"
7,"If a student is absent from an examination without valid reasons, they will automatically fail the exam. Students must provide a written explanation and supporting documents within 48 hours of the exam. To pass the Practice Module, students must obtain at least a 'D' grade in both the written exam and project component. If a student fails, they may retake the exam or project, with a maximum of two attempts. The grade for a retaken Graduate Certificate will be capped at 'C+'. If a student fails twice in a Fundamental Graduate Certificate, they will be dismissed from the program. If a student fails both the project and exam, they must retake both. If they fail only one, they may retake that component. Each retake will"
8,"The Master of Technology (MTech) program offers specializations in Enterprise Business Analytics, Artificial Intelligence Systems, and Software Engineering. To pass the Practice Module, students must obtain a 'D' grade or higher in both the practice project and written examination. To receive the Graduate Certificate from NUS-ISS, students must obtain a 'C' grade or higher, excluding the Capstone project. All course-level assessments must be passed, and additional coaching and re-assessments may be required if necessary. No exemptions are granted for any assessments. All MTech students must complete a capstone project, which is typically team-based, but can be done individually for EBAC and AIS students. Part-time students must submit a project proposal and complete their project"
9,"The document outlines the rules and regulations for the Master of Technology (MTech) program in Enterprise Business Analytics (EBAC), Artificial Intelligence Systems (AIS), and Software Engineering (SE). Full-time students may request a one-month extension for deadlines with valid reasons, while part-time students may be granted extensions of up to 3-6 months for capstone projects due to difficulties in obtaining data or solving problems. Part-time students may also defer their capstone project until their third or fourth year, but the maximum candidature period is five years for part-time students and three years for full-time students. Capstone project fees must be paid during the semester of project work. The required deliverables for the capstone project will be pre-defined"
10,"The Master of Technology program in Enterprise Business Analytics, Artificial Intelligence Systems, and Software Engineering consists of 52-53 units, with a compulsory capstone project. Students can choose from a variety of specialist certificates, such as customer analytics, big data analytics, practical language processing, and intelligent financial risk management. The exact combination of certificates may vary, and students may take a leave of absence and choose a different combination. The program aims to provide students with a strong foundation in analytics and intelligent systems, preparing them for careers in data analytics and data science."
