Page Number,Summary
1,"This document outlines the rules, regulations, and procedures for the Master of Technology programs in Enterprise Business Analytics, Intelligent Systems, and Software Engineering at the National University of Singapore's Institute of Systems Science. It is copyright protected and may not be reproduced without written permission from NUS-ISS. The program is located at 25 Heng Mui Keng Terrace in Singapore."
2,"The document outlines the rules, regulations, and procedures for the Part-Time Master of Technology program in Enterprise Business Analytics, Intelligent Systems, and Software Engineering at NUS-ISS. It covers examination and capstone project regulations, student attendance regulations, tuition fee payment matters, selection procedure for specialist graduate certificates, regulations on the use of NUS-ISS facilities, computer facilities regulations, and student policies. The document also includes information on the purpose of the program, organization of the document, and student responsibilities for notices and correspondence."
3,"The document outlines the rules, regulations, and procedures for the Master of Technology program in Enterprise Business Analytics, Intelligent Systems, and Software Engineering at NUS. It includes information on essential student requirements, risk acknowledgement and consent, the NUS Do-Not-Call Policy, student confidentiality and intellectual property agreements, and acceptable use of IT resources. Additional requirements such as group medical insurance and employment policies are also mentioned. Contact information for the program is provided at the end."
4,"This document outlines the rules, regulations, and procedures for students enrolled in the Master of Technology (MTech) programs in Enterprise Business Analytics, Intelligent Systems, and Software Engineering at NUS-ISS. Students are responsible for familiarizing themselves with the contents of the document and complying with all policies and procedures set by the National University of Singapore. The document covers topics such as examination and capstone project regulations, attendance requirements, tuition fee payment, selection of Specialist Graduate Certificate, and use of NUS-ISS facilities and computer resources. The University reserves the right to make changes to these policies as needed."
5,"The document outlines the regulations for the Master of Technology (MTech) examinations and capstone project at NUS-ISS. These regulations apply to all Graduate Certificates offered by NUS-ISS. All examination papers are confidential and not available in NUS Libraries. Sample questions may be provided to students, and preparatory reading material may be sent for some Graduate Certificates. Students are required to answer all questions in the designated spaces provided in the examination paper. Revision sessions are not normally scheduled, but may be arranged upon request. Changes to the regulations may occur at the discretion of NUS-ISS and will be communicated to students through CANVAS. In the event of unexpected circumstances, alternative arrangements such as virtual examinations may be implemented."
6,"Assessments, including practice projects and written exams, are held after the completion of every Graduate Certificate for both full-time and part-time students. The dates and times of exams are provided through the MTech timetable issued via CANVAS. No supplementary exams will be arranged for missed exams. Students must adhere to a pre-defined seating plan and are allowed into the exam hall 10 minutes before the start of the exam. They must stay until the official end time unless they complete the exam 30 minutes or more before. No exam papers can be taken out of the hall and no communication between students is allowed. Students may bring reference materials and a non-programmable calculator, but electronic devices are not permitted. Students should familiarize themselves with exam instructions"
7,"Students taking the examination must bring their NUS Student ID card and are not allowed to smoke, vape, or eat in the examination hall. If a student falls ill during the examination, they can leave to seek medical attention and submit a medical report within 48 hours. The medical report will be presented to the Board of Examiners and the views of the UHC Health Physician may be sought. Any fees for the medical examination will be paid by the student. If a student is absent from an examination, they must provide valid reasons and supporting documents within 48 hours. To pass the Practice Module, students must obtain a grade of at least 'D' in both the written examination and project component. If a student fails, they may ret"
8,"The Master of Technology program offers three specializations: Enterprise Business Analytics, Intelligent Systems, and Software Engineering. Students have two options for retaking the Graduate Certificate: retaking both the practice project(s) and written examination, or retaking only the practice project(s). Retakes for the Practice Module will incur a fee of S$200 per module. Supplementary examinations are not available for failed exams. To pass the Practice Module and be awarded the Graduate Certificate, students must obtain a minimum grade of ‘D’ and ‘C’ respectively. All course-level assessments must be passed and exemptions are not granted for any assessments. A capstone project is required for all students, with team sizes ranging from 3-5 for Software Engineering and 2-"
9,"Part-time students are expected to submit a proposal for their capstone project during their first year of study and complete the project over a period of 7 months (with a possible extension of up to 12 months). Full-time students are required to finish their capstone project by the end of their second and final semester, with proposals being solicited during their first semester. The aim of the capstone project is to apply the knowledge learned during the program, and students must deliver pre-defined deliverables according to a schedule. Extensions of up to one month can be granted for full-time students, while part-time students may be granted extensions of 3-6 months due to difficulties obtaining data or solving problems. In some cases, part-time students may"
10,"The Master of Technology (MTech) program in Enterprise Business Analytics, Intelligent Systems, and Software Engineering requires students to complete a capstone project that includes a set of deliverables such as reports, presentations, software specifications, and user documentation. These deliverables will be assessed together and students may be required to do additional work if any deliverable is found to be unacceptable. The duration of the capstone project may be extended in such cases, but the maximum extension is limited. The MTech degree comprises 49-51 units, which may vary depending on the combination of Graduate Certificates taken. The program fees for each specialization are S$5,900 for Enterprise Business Analytics, S$5,000 for Intelligent Systems, and S$"
