Page Number,Summary
1,The document is about the second day of a course on pattern recognition and machine learning systems. It is presented by Dr. Zhu Fangming from the National University of Singapore's Institute of Systems Science. The content cannot be reproduced without written permission from the institute.
2,"The second day of the S-PRMLS workshop focused on neural network models and designs. The key points discussed were the basics of neural networks, including their structure and function, as well as different types of neural network architectures such as feedforward, recurrent, and convolutional networks. The concept of backpropagation, which is the main learning algorithm for neural networks, was also introduced. The session also covered the importance of data preprocessing and the use of regularization techniques to prevent overfitting. The different layers and activation functions commonly used in neural networks were also discussed."
3,"This section of the document discusses three types of neural networks: Radial Basis Function Networks, General Regression Neural Networks, and Self-Organizing Map Networks. Radial Basis Function Networks use a radial basis function as the activation function and are commonly used for classification tasks. General Regression Neural Networks are useful for both classification and regression tasks and use a linear output layer. Self-Organizing Map Networks, also known as Kohonen networks, are used for unsupervised learning and can be used for clustering and dimensionality reduction."
4,"The Radial Basis Function Network is a type of neural network with three layers: input, hidden, and output. The input layer is connected to the hidden layer, and the hidden layer is connected to the output layer. This architecture allows for the network to process and learn from data in a more efficient and effective manner."
5,"The architecture of RBF networks involves nodes in the input layer receiving input values, hidden nodes providing radial basis functions, and output nodes corresponding to non-linear functions. The weights in the network are adjustable, with a weight vector indicating the center of the radial basis function and weights connecting internal nodes to output nodes being adjusted through unsupervised and supervised learning, respectively."
6,"The process of activation in RBF networks involves the use of hidden layer nodes, also known as kernel nodes, which have Gaussian activation basis functions. These functions are dependent on the distance between the input vector and the node's centre vector. The activation value of a node is calculated by using a smoothing parameter, and the output unit activation is a linear combination of the kernel outputs. This is represented by a weight matrix, where the weight from a hidden node to an output node is denoted as Wji."
7,"The RBF network learning process involves finding two parameters (ci and σi) for each kernel node and a full weight set for output nodes. This is done in two stages, with the first stage being unsupervised learning where the centre and smoothing parameter values for the hidden nodes are found using Hard C-Means clustering. The second stage involves supervised learning to find weights for the output nodes."
8,"The document discusses learning methods for RBF networks, specifically for finding the kernel centre and smoothing parameters. If there are a small number of input samples, the kernel centre can be set as the input samples themselves. If there are a large number of samples, clustering techniques like k-means can be used to find the cluster prototypes as kernel centres. The smoothing parameters are typically found by calculating the average distance between the cluster centres and the training patterns."
9,The document discusses learning in the output layer of a radial basis function (RBF) network. It explains that the weights between the hidden and output nodes are adjusted in each iteration using a learning rate and error calculation. The error is computed by comparing the target output and the actual output. This process is repeated until the network converges.
10,"The document discusses a simple example of using a radial-basis function (RBF) network to solve the XOR problem. The RBF network has four hidden units, with radial-basis function centers determined by four input patterns. These input patterns and their corresponding outputs are used to determine the weights and centers of the RBF network. The document provides a visual representation of the network and its connections, as well as the weights and centers for each unit. This example helps to illustrate the concept of RBF learning and its application in solving problems."
11,"This section introduces a simple example of radial basis function (RBF) learning. The RBF used in this example has a weight vector of hidden unit Ci and an input vector x. The activation of the output node is a linear combination of the kernel outputs, and the initial weights of the output layer are 0.5 for each output node. The weight adjustment is based on a learning rate of 0.5 and is calculated using the target output, output activation, and output of the kernel node."
12,"This section discusses a simple example of radial basis function (RBF) learning. The weights for the kernel nodes are listed, and the weights for the output nodes are shown for two different inputs. For input P1, only C1 is activated, resulting in an output of 0.5. The weight for output node 1 is then updated using the formula Wo1(t+1) = Wo1(t) + ∆Wo1 = 0.5 + 0.5 * (0 – 0.5) * 1 = 0.25. For input P2, only C2 is activated, resulting in an output of 0.5. The weight for output node 2 is then updated using"
13,"RBF networks have a variety of learning strategies, including different types of basis functions and methods for selecting centers. These can include random selection or self-organized learning through clustering. The two-stage training process of RBF networks allows for the use of unlabeled data during the creation of kernel nodes, reducing the need for a large amount of labeled data for training."
14,"o o o o o o o o

The General Regression Neural Network (GRNN) is a type of neural network that consists of an input layer and three computational layers: pattern, summation, and output. The pattern units receive input data and pass it on to the summation units, which perform a weighted sum of the input data. The output units then use this weighted sum to produce the final output. This architecture allows the GRNN to learn and make predictions based on patterns in the data."
15,"The architecture of a General Regression Neural Network (GRNN) consists of input, pattern, summation, and output layers. The input layer distributes input patterns to the pattern layer through fully connected links with adjustable weights. The pattern layer computes the distance between the input vector and their connection weight vector values. The summation layer has two types of neurons, type A and type B, that perform a linear summation of weighted input from the pattern layer. The output layer uses the output of the two summation layer units to estimate the regression of z on x through a division operation."
