Page Number,Summary
1,"The document is a guide for students attending the NUS Postgraduate Career Fair 2024. It provides information on the event, including the date, time, location, and participating companies. The fair aims to connect students with potential employers and provide them with career opportunities. The guide also includes tips on how to prepare for the fair, such as researching the participating companies and updating resumes. It also highlights the importance of networking and making a good first impression during the fair. Students are advised to dress professionally and bring copies of their resume to distribute to potential employers."
2,"The document provides a guide for students attending the NUS Postgraduate Career Fair in 2024. It includes information on what to expect, how to prepare, dress code, student registration, event activities, and how to make the most of the fair. It also explains how to submit resumes to employers and lists the participating employers. The document also includes a section with frequently asked questions and terms and conditions. Students can click on each section for more details."
3,"The NUS Postgraduate Career Fair 2024, taking place on October 9, 2024 from 10am to 5pm at the Stephen Riady Centre in NUS University Town, aims to expand students' career horizons by encouraging them to explore unconventional opportunities and make meaningful industry connections. The event, organized by the Centre for Future-ready Graduates, will feature a diverse range of employers to help students broaden their understanding of the job market and discover new career possibilities."
4,"The NUS Postgraduate Career Fair 2024 offers the chance to meet and network with over 70 employers in various industries, including InfoComm Technologies, Engineering Services, Pharmaceuticals/Healthcare, Financial Services, and Public Sector. Attendees can also explore research, internship, and full-time opportunities from NUS entities like Duke-NUS Medical School, GRIP, LKYSPP, and NUS Medicine-Centre for Healthy Longevity. The event also includes complimentary coffee and the opportunity to get a professional headshot for resumes or online profiles. Attendees can also receive career advice from CFG advisors at a designated Career Advisory Corner."
5,"To prepare for the NUS Postgraduate Career Fair 2024, students should view the list of participating employers and research them beforehand. They should also schedule an appointment with their Career Advisor for advice. Students should also prepare their resume, practice their elevator pitch, and attend a pre-event virtual talk on networking. They can also attend industry talks to expand their career options and gain insights from industry leaders. It is important to dress appropriately in business casual attire, as students who are not dressed appropriately may be refused entry."
6,"During the NUS Postgraduate Career Fair, students should be prepared to submit their resumes to employers by scanning the QR code at the booth. They should also participate in the various activities planned for the event. After the fair, students should continue to network with the employers they connected with and explore global career opportunities at the Virtual Global Career Fair on October 14, 16, and 18."
7,"The dress code for the career fair is Business Casual and students must adhere to it. Tank tops, sports attire, bermuda shorts, and slippers are not allowed. Acceptable Business Casual attire for ladies includes a business shirt with trousers or a skirt, a polo t-shirt with jeans or a skirt, a sleeved blouse with jeans or a skirt, or a crew neck t-shirt with a blazer and jeans or a skirt. For gentlemen, acceptable attire includes a business shirt with trousers and belt, a polo t-shirt with jeans (preferably tucked in), or a crew neck t-shirt with a blazer and jeans or trousers."
8,"To participate in the NUS Postgraduate Career Fair 2024, students must register through the NUS TalentConnect registration link provided. A confirmation email will be sent within a week and students should also check their spam/junk folder. On the day of the event, students must have their digital Student Matriculation Card, which can be accessed through the uNivUS app, scanned by a CFG staff at the entrance. A physical Student Matriculation Card can also be used as a backup. More information about the uNivUS app can be found on their website."
9,"The NUS Postgraduate Career Fair 2024 offers several activities to help students succeed in their career. These include a professional headshot opportunity with employers, a free coffee booth to recharge and engage with employers, and a career advisory corner for resume and interview skills. Pre-event talks also offer an express pass for the headshot. Students can also win prizes by participating in a feedback survey and actively engaging with employers at the fair."
10,"The Virtual Global Career Fair, part of the NUS Postgraduate Career Fair 2024, will take place on October 8, 14, 16, and 18, and will showcase international job opportunities from regions such as Hong Kong, India, Indonesia, Japan, and Mainland China. Each session will feature presentations from employers and interactive Q&A sessions, followed by the opportunity to submit job applications through TalentConnect. Attendees can also provide feedback for a chance to win prizes in the Grand Draw. More details can be found on the event's webpage."
11,"To make the most of the NUS Postgraduate Career Fair 2024, students should sign up for the virtual workshop on effective networking. The workshop will cover skills and strategies for managing first impressions, asking insightful questions, and demonstrating interest in employers. There are seven steps to successful networking at a career fair, including identifying companies of interest, researching the industry and job openings, preparing a personal brand through a resume, practicing a personal introduction, creating an execution plan, recording interactions with employers, connecting with new contacts on LinkedIn, and setting goals for attending the fair."
12,"To submit your resume to employers at the NUS Postgraduate Career Fair on 9 October 2024, scan the QR code at each employer's booth and login to TalentConnect with your NUSNet ID. Then, search for the company's Resume Book and submit your resume and a file listing your desired roles. It is recommended to prepare this file in advance. The same process can be followed for the Virtual Global Career Fair on 14, 16, and 18 October 2024, where there will also be a QR code for each employer."
13,"The participating employers at the NUS Postgraduate Career Fair 2024 include a diverse range of companies and organizations such as Advanced Micro Foundry, AECOM Singapore, Alibaba international, American Express Innovation Laboratories, and Applied Materials. Other notable companies include Huawei International, KLA Corporation, Micron Technology, and PepsiCo Inc. There are also educational institutions represented, such as Duke-NUS Medical School and Lee Kuan Yew School of Public Policy. The fair also features companies from various industries such as technology, construction, healthcare, and education."
14,"The NUS Postgraduate Career Fair includes a diverse range of participating employers, such as Rakuten Asia Pte Ltd, Realtek Singapore Pte Ltd, and Singapore Airlines. Other notable companies include STMicroelectronics, Sunningdale Tech Ltd, and TikTok. The fair also features organizations in various industries, such as education, biotechnology, and engineering, such as Think Academy International Education, Vazyme Biotechnology Singapore Pte Ltd, and Xiangyu Group. Overall, there are 22 participating employers, providing a wide range of career opportunities for postgraduate students."
