Page Number,Summary
1,"The Stephen Riady Centre at University Town in National University of Singapore will be the venue for the upcoming NUS Career Fest 2025. This event guide provides information for students on the various activities and opportunities available at the career fair. The guide includes details on the participating companies, workshops, talks, and networking sessions. Students are encouraged to make the most of this event to connect with potential employers and gain valuable insights into their future careers. 

The NUS Career Fest 2025 will be held at the Stephen Riady Centre in University Town, NUS. The event guide contains information about the activities and opportunities available at the career fair, including details on participating companies, workshops, talks, and networking sessions. Students are advised to take"
2,"The NUS Career Fest 2025 is an upcoming event that aims to help students pave their career paths and secure their future. It will take place on 18, 19, and 20 February 2025 at the Stephen Riady Centre in University Town. This event guide provides information to help participants make the most out of their experience."
3,"The dress code for NUS Career Fest 2025 is Business Casual. This includes options such as a business shirt with trousers or skirt, polo t-shirt with jeans or skirt, sleeved blouse with jeans/trousers or skirt, crew neck t-shirt with a blazer and jeans/trousers, and a smart dress of appropriate length. Tank tops, sportswear, bermudas, mini-skirts, slippers, and other inappropriate attire are not allowed. It is important to dress in an appropriate and respectful manner to make a good impression on potential employers from various industries. Business casual attire is defined as a business shirt with trousers and belt, polo t-shirt with jeans (preferably tucked in), and a crew neck t-shirt"
4,"The NUS Career Fest 2025 is a three-day event with over 300 participating employers. It is important to review the list of employers and shortlist target companies for further research. Different employers will be present each day, so it is recommended to attend more than one day to meet a wide range of employers. To maximize the benefits of the event, students can sign up for a preparatory talk called ""Navigating NUS Career Fest 2025."" The guide suggests using the acronym P-R-E-P-A-R-E to plan for the event."
5,"The NUS Career Fest 2025 Student Event Guide recommends students to visit NUS TalentConnect to explore full-time job opportunities and internships. It also encourages students to stay updated on industry trends and developments through news, articles, resources, and databases. The guide suggests attending the Future-ready Skills and Growth Mindset talk to gain insights on core skills needed in the Green, Digital, and Care economies. Additionally, students interested in sustainability can attend Green Connect 2025, organized with the BES Student Committee, to meet employers and hear from industry experts."
6,"»

The NUS Career Fest offers various pre-event activities to help students prepare for the career fair and their job search. Students can also win attractive vouchers by attending talks and completing feedback forms. For personalized advice, students can meet with their career advisor to strategize their visit and receive help with resume critique, elevator pitch, interview prep, and personal brand statement. In addition to visiting employer booths, students should also attend other activities and talks to enhance their experience. By attending at least two days of the NUS Career Fest and submitting a feedback form, students have a chance to win prizes in the Grand Draw, including an iPad Pro, Sony Wireless Noise Cancelling Headphones, and a Samsung Galaxy Watch."
7,"The event guide suggests that students attending NUS Career Fest 2025 should consider their unique brand, values, strengths, and skills. They are encouraged to attend the Discovering Yourself pre-event talk and take personality profiling tests to enhance self-understanding. It is important to think about the key employers they are targeting and tailor their personal brand statement accordingly. Students should also update their NUS TalentConnect and LinkedIn profiles. Business casual attire is recommended for the event, as first impressions are powerful. It is noted that students who are not dressed appropriately may be refused entry."
8,The guide advises students to prepare their resumes early for the NUS Career Fest 2025 event. They can find helpful tips on the CFG website and use VMock for an AI-powered critique. Career advisors are also available for resume clinics. Students can submit their resume directly to employers by scanning a QR code at their booth.
9,"The Elevator Pitch is an important tool for conveying your unique value proposition to potential employers at NUS Career Fest 2025. It is recommended to prepare a self-introduction and customize a few pitches for specific employers. Practicing and rehearsing with friends, using VMock, and seeking advice from CFG career advisors can help perfect your pitch. In case of last-minute adjustments, CFG career advisors will be available for a 20-minute chat at the QuickPrep Career Corner. For more career resources, visit the CFG website. See you at NUS Career Fest 2025!"
10,"To participate in NUS Career Fest 2025, all students must register for the event. On the day of the event, students will need to check-in with a unique QR code from NUS TalentConnect before entering the fair. To retrieve this QR code, students must download the NUS TalentConnect app and open it. From the ""More"" option, they can select ""QR Code Check-In"" to view their unique code. This code must be kept handy for check-in at the event."
11,The NUS Career Fest 2025 event will have a directory of all participating employers and their booth locations and event day activities. This directory will be available at the end of January 2025.
12,"On February 18, NUS Career Fest 2025 will feature a live illustration session by Yiming, a Year 3 student at Yong Loo Lin School of Medicine and a well-known illustrator. Attendees can also get a free headshot to enhance their LinkedIn profile and resume. The event will also include other fun activities and talks. A full calendar of the event day activities can be found on the website."
13,"On the day of the event, students can participate in various activities to prepare for their career journey. They can receive last-minute advice from CFG career advisors, get grooming tips from Sephora, and attend a masterclass on fragrance profiling and makeup for job interviews. Additionally, there is a Prep & Gear Up Zone where students can recharge with a free cup of coffee."
14,"The event offers various activities for students to explore opportunities for further studies and upskilling after graduation, including a Rediscover Yourself Corner and a Lifelong Learning booth. There is also a Thrive by Business Times corner for tips on adulting. The Discovery & Play Zone allows students to navigate through game levels and access career resources from CFG. There is also an interactive age simulation game by NTUC Health to understand the world of seniors and thrive in a multi-generational workplace. Students can also step into the world of the Pioneer Generation and receive a complimentary gift."
