Page Number,Summary
1,"The Stephen Riady Centre at the National University of Singapore's University Town will be the venue for the NUS Career Fest 2025. This event guide provides students with important information about the various activities and opportunities available at the career fest. The guide includes details on the career fair, networking sessions, workshops, and talks by industry professionals. Students can also access resources such as career counselling, resume clinics, and mock interviews to help them prepare for their future careers. The event aims to connect students with potential employers and provide them with valuable insights into the job market."
2,"The NUS Career Fest 2025 is an event aimed at helping students pave their career paths and plan for their future. It will take place on 18, 19, and 20 February 2025 at the Stephen Riady Centre in University Town. This event guide will provide students with information on how to make the most out of their participation."
3,"The dress code for NUS Career Fest 2025 is Business Casual, which includes options such as business shirts with trousers or skirts, polo t-shirts with jeans or skirts, sleeved blouses with jeans or trousers, and smart dresses. Tank tops, sportswear, bermudas, mini-skirts, slippers, and other inappropriate attire are not allowed. It is important to dress appropriately and respectfully as you will be meeting with employers from different sectors. Business casual attire includes business shirts with trousers and belts, polo t-shirts with jeans, and crew neck t-shirts with blazers and jeans or trousers."
4,"The NUS Career Fest 2025 will have over 300 employers participating over three days. It is important to review the list of employers and shortlist target companies to research beforehand. Each day will have different employers present, so it is recommended to attend multiple days to meet a variety of employers. To maximize the benefits of the event, students can sign up for a pre-event preparatory talk called ""Navigating NUS Career Fest 2025."" The guide suggests students use the acronym P-R-E-P-A-R-E to plan for the event."
5,"The NUS Career Fest 2025 Student Event Guide encourages students to visit NUS TalentConnect to explore full-time job and internship opportunities. Students are advised to stay updated on industry trends and developments through news, articles, and resources. The guide also suggests attending the Future-ready Skills and Growth Mindset talk for insights on essential skills in the Green, Digital, and Care economies. For those interested in sustainability, there is a Green Connect 2025 event on 5 February, where students can meet employers and industry experts in the sustainability sector. Research is emphasized as a key aspect for success in the job market."
6,"Prepare for the NUS Career Fest and your job search by participating in pre-event activities and meeting with a career advisor. Attend talks and submit feedback forms for a chance to win vouchers. Your career advisor can also provide personalized advice and assistance with resume, elevator pitch, interview prep, and personal brand statement. Don't just visit employer booths, but also check out other event activities and talks. By attending at least two days of the career fest and submitting a feedback form, you can enter the Grand Draw to win prizes such as an iPad Pro, Sony headphones, and a Samsung watch."
7,"The event guide advises students to consider their unique brand, values, strengths, and skills in order to enhance their self-understanding. They are encouraged to attend a pre-event talk on personality profiling tests and to think about the employers they are targeting. Students should also update their NUS TalentConnect and LinkedIn profiles. It is important to dress professionally in business casual attire for the NUS Career Fest 2025, as first impressions are powerful and students may be refused entry if not appropriately dressed."
8,"The Event Guide advises students to prepare their resumes early for the NUS Career Fest 2025 event. They can find helpful steps and tips on the CFG website and use VMock for an AI-powered resume critique. Students can also attend resume clinics conducted by CFG career advisors for further guidance. Additionally, they can submit their resume to employers by scanning a QR code at the booth."
9,"The Elevator Pitch is an important aspect of NUS Career Fest 2025. It involves conveying your unique value proposition in a memorable and impactful manner. To prepare, you should have a self-introduction and elevator pitch based on your personal brand statement. It is recommended to customize a few pitches for the specific employers you plan to meet at the fair. Practice and rehearse with friends, using VMock, and with CFG career advisors before the fair. If you need a last-minute tune-up, visit the QuickPrep Career Corner for a 20-minute chat with CFG career advisors. For more digital career resources, visit the CFG website. See you at NUS Career Fest 2025!"
10,"To participate in NUS Career Fest 2025, all students must register and check-in with a unique QR code from NUS TalentConnect. To retrieve the QR code, students must download the app and select the ""QR Code Check-In"" option. This QR code is necessary for entry into the fair."
