Page Number,Summary
1,"2024


The NUS Career Fest 2024, hosted by the National University of Singapore's Centre for Future-ready Graduates, will take place on 20, 21, and 22 February 2024. This event will provide students with opportunities to network with potential employers, attend workshops and talks, and participate in career-related activities. It aims to help students prepare for their future careers and make informed decisions about their career paths."
2,"The NUS Career Fest 2024 is a career event for students to kickstart their future careers. The event guide provides information to help students make the most of their participation. The event will take place on February 20, 21, and 22, from [REDACTED_PHONE]am to 4.30pm at the Stephen Riady Centre in University Town. Students are encouraged to download and keep the guide for reference."
3,"The event guide lists over 300 employers participating in Career Fest 2024, which will take place over three days. Attendees are encouraged to attend multiple days to meet a variety of employers. It is important to take note of employers offering sustainability-related opportunities and opportunities for students with special needs. Attendees are advised to use TalentConnect to learn about full-time and internship opportunities, as well as NUS Internship-As-A-Service for gig/project opportunities, which are recognized as NUS internships. Three tips for attendees are provided: plan, head to TalentConnect, and use NUS Internship-As-A-Service."
4,"To prepare for the career fair, make sure your TalentConnect and Internship-As-A-Service accounts and personal profiles are up to date with your resume. Attend pre-event workshops and book an appointment with a CFG Career Advisor for helpful advice. Check out the list of participating employers for sustainability-related roles and attend the Green Connect event on January 26 for insights from industry professionals."
5,"To make the most out of Career Fest 2024, students are advised to conduct research on the employers they are interested in meeting and plan their time wisely. It is important to dress appropriately as first impressions are crucial. Students who are dressed well may be rewarded with a $20 UNIQLO Gift Card. Additionally, students can attend a virtual session on navigating Career Fest for tips and strategies. They can also visit the NUS Centre for Future-ready Graduates website for more digital career resources."
6,"NUS Career Fest 2024 will take place on 20, 21, and 22 February from 10:30am to 4:30pm. Participants should prepare their resumes on TalentConnect beforehand. They can visit the booths of employers they are interested in and submit their resumes via QR code. There will be various activities and talks throughout the three days. Participants who attend at least two days, submit an event feedback form, and enter before 11am on 20 February have a chance to win prizes such as an iPhone 15 and AirPods Pro. Don't miss out on NUS Career Fest 2024!"
7,"The career fair has a strict dress code of Business Casual, and students wearing tank tops, sports attire, Bermuda shorts, or slippers will not be allowed entry. Business Casual attire for men includes a business shirt with trousers or a skirt, a polo shirt with jeans or a skirt, a sleeved blouse with jeans or trousers, or a crew neck t-shirt with a blazer and jeans or trousers. For women, Business Casual attire includes a business shirt with trousers and belt, a polo shirt with jeans (preferably tucked in), a crew neck t-shirt with a blazer and jeans or trousers, or a smart dress of appropriate length. Students who are dressed the best at the career fair will have a chance to win a $20 UN"
8,"Proceed to the Career Fair Hall

Students must register for NUS Career Fest 2024 before attending on February 20, 21, and 22. To check in, students must open the uNivUS app and access their unique QR code. This code will be scanned by staff at the Student Registration Booths, and students will receive a wristband before entering the event halls/rooms at the Stephen Riady Centre. From there, students can proceed to the Career Fair Hall."
9,"The NUS Career Fest 2024 event directory will be available at the end of January. It will list all participating employers and their booth locations, as well as any fringe activities happening at the event."
10,"The event day activities on February 20th include a Tech Displays exhibit showcasing cutting-edge technologies by employers, a Snap & Shine opportunity to get a professional headshot for LinkedIn and resumes, and a Coffee Kiosk where attendees can redeem a free drink by submitting a feedback form. Attendees can also receive an express pass by attending the opening ceremony at the Stephen Riady Centre at 11:20am. This pass allows for faster access to the event. However, only 30 passes are available."
