Page Number,Summary
1,"This document discusses the use of deep learning for building vision systems, specifically focusing on representation learning and generation. It is authored by Dr. Tian Jing and is copyrighted by the National University of Singapore. The document notes that there may be inconsistencies in the notations and color codes used throughout the slides."
2,"The document discusses the use of deep learning for building vision systems, specifically focusing on representation learning and generation. It covers both supervised and self-supervised methods for feature representation learning, as well as generative vision systems for distribution representation learning. The document is copyrighted by the National University of Singapore and was published in 2025."
3,"The document discusses feature representation learning, which is the process of mapping data to a representation space for analytics tasks. This can be achieved through supervised learning, where human-annotated labels are used, or self-supervised learning, where supervisory signals are generated from the data itself. The target task, or downstream task, is the actual application task for which the representations are fine-tuned. A pretext task is a pre-designed task used to help the model learn meaningful representations. The model is then fine-tuned with task-specific data."
4,"The document discusses the use of pretext tasks in computer vision, specifically the Barlow Twins method, for building vision systems using deep learning. This method involves using two views of the input batch and minimizing the correlation of the embedded representations. The process involves an encoder, embedding, and input, which are used to transform and reconstruct the input and estimate the transform. The loss function is used to compare the input and transform, and data prediction and contrastive learning are also important components."
5,"The paper discusses the use of a context encoder, which is an encoder-decoder pipeline that can predict missing regions in an image. This process involves using a deep learning approach to learn representations of images and then generating the missing content based on these learned features. The paper references a study on context encoders and highlights their potential for feature learning and inpainting."
6,"The article discusses the use of masked autoencoders (MAE) for data prediction in building vision systems using deep learning. During pre-training, a large random subset of image patches is masked out and the encoder is applied to the remaining visible patches. Mask tokens are then introduced after the encoder and the full set of encoded patches and mask tokens are processed by a small decoder to reconstruct the original image using MSE loss. After pre-training, the decoder is discarded and the encoder is used for recognition tasks on uncorrupted images. This approach has been shown to be effective in scalable vision learning and was presented at CVPR 2022."
7,"The Transform prediction technique, also known as RotNet, is a method for unsupervised representation learning using deep learning. It involves training a model on images that have been rotated by 0°, 90°, 180°, and 270°, and then predicting which rotation was applied. This is done through a 4-category classification task, with a classification loss used as the training loss. The same model is used for all rotations. This technique was introduced in 2018 and has been shown to be effective for representation learning."
8,"The document discusses the use of contrastive learning in building vision systems using deep learning. This approach involves creating a batch of images and using two different augmentations for each image. The objective is to predict which images are from the same original image and which are not. This is achieved through the use of an InfoNCE loss function, which penalizes incorrect predictions. A temperature parameter is used to control the sensitivity of the loss function. This approach has been shown to be effective in learning visual representations, as demonstrated in a referenced study from ICML 2020."
9,"The document discusses a method called contrastive learning, specifically SimCLR, for building vision systems using deep learning. This method involves using an encoder, such as ResNet, to transform and embed images into a representation space. The loss function used is InfoNCE, which calculates the similarity between a positive pair of images generated by applying data augmentation techniques. This process is iterated through multiple samples to compute the average InfoNCE loss. This method has been shown to be effective in learning visual representations and is described in a paper titled ""A Simple Framework for Contrastive Learning of Visual Representations""."
10,"The document discusses the use of contrastive learning, specifically the Momentum Contrast (MoCo) method, for unsupervised visual representation learning. This technique involves using a teacher model and a student model to create positive pairs by sampling data augmentation functions, with the teacher model updating its parameters using a momentum update. The loss function used is InfoNCE, and the approach has been shown to be effective in learning visual representations without the need for labeled data. The technique is referenced in a paper from CVPR 2020."
11,"This page introduces the concept of contrastive learning, specifically the DINO method, which uses self-distillation without labels to train vision systems using deep learning. The process involves transforming input images, encoding them, and creating embeddings, with the goal of minimizing a loss function. The DINO method also incorporates color jittering, Gaussian blur, and multi-crop techniques, and uses a ViT/ResNet encoder with an MLP head. The student model is updated using a momentum update and centering softmax, with the teacher model providing a reference for the gradient. This method has been shown to have promising results in self-supervised vision transformers."
12,"The document discusses the applications of self-supervised feature representation learning, including pre-training in vision and multimodal models, such as CLIP, Flamingo, SAM, and LLaVa. It also mentions the use of this technique in person re-identification (re-id). These applications demonstrate the effectiveness of self-supervised feature representation learning in various tasks and highlight its potential for improving vision systems."
13,", but it is not practical

The paper discusses the application of pre-training in vision models, specifically using the DINO method. DINO is a popular method for pre-training Vision Transformer (ViT) models, but it is not practical due to its high computational cost. The paper suggests using a modified version of DINO called ""Emerging Properties in Self-Supervised Vision Transformers"" (EP-ViT) which reduces the computational cost while still achieving similar performance. EP-ViT is shown to outperform DINO on multiple datasets and can be used for pre-training vision models in a more practical manner."
14,"The document discusses an application of bi-directional multimodal pre-training, specifically the CLIP (Contrastive Language-Image Pre-training) model. This model is trained to predict the correct pairings of a batch of (image, text) examples, using a dataset of 400 million pairs collected from the internet. The training process involves maximizing the cosine similarity of the image and text embeddings for the real pairs in the batch, while minimizing the similarity for incorrect pairings. This approach has shown promising results in learning transferable visual models from natural language supervision."
15,"This section discusses the application of bi-directional multimodal pre-training, specifically the CLIP model, in building vision systems using deep learning. The loss function used in this application is InfoNCE, which is a combination of two loss terms. The first term calculates the similarity between the visual and textual representations, while the second term measures the similarity between the visual representations. This approach has been shown to be effective in learning transferable visual models from natural language supervision."
16,", this application proposes a novel encoder-decoder multimodal pre-training approach called Flamingo. It aims to improve few-shot learning by learning visual and language representations simultaneously.


The document discusses a new approach called Flamingo for pre-training vision and language representations simultaneously. This is achieved by using pre-trained vision-only and language-only models. The goal of Flamingo is to improve few-shot learning, which is the ability to learn from a small number of examples. This application was presented at NeurIPS 2022 and can be found in the arXiv database."
17,"The article discusses an application of encoder-decoder multimodal pre-training called Segment Anything Model (SAM). This model uses an image encoder that is pre-trained on MAE ViT-H/16 and a text encoder from a pre-trained CLIP model. The model also includes a prompt encoder, which combines positional encoding and learned embeddings to indicate if a point is in the foreground or background, and a box encoder, which uses a positional encoding of the top-left corner and a learned embedding for both top-left and bottom-right corners. The model also includes a mask decoder, which uses convolutions and image embeddings to generate masks for objects in the image."
18,"The document discusses the application of decoder-only multimodal pre-training, specifically the Large Language and Vision Assistant (LLaVa). In Stage 1, the vision and language backbones are kept frozen while the projection layer is trained on approximately 600,000 text-image pairs. In Stage 2, the vision backbone remains frozen while the language and projection layers are fine-tuned on a high-quality visual instruction dataset. This technique, known as Visual Instruction Tuning, was presented at NeurIPS 2023 and can be found in the arXiv preprint repository."
19,"The document discusses the use of pre-trained multimodal models in building vision systems using deep learning. It specifically mentions the use of a pre-trained CLIP model and how it can be used to identify the category of an input test image by selecting the text prompt with the highest similarity. Additionally, the document suggests the use of zero-shot fine-tuning with an adapter, referencing a medical SAM adapter for medical image segmentation."
20,"The article discusses the use of deep learning for person re-identification, specifically in the context of assisting the government with contact tracing during the COVID-19 pandemic. The problem statement is to recognize a person's identity from a photo and verify if two photos belong to the same person. This technology can be applied to CCTV footage to track individuals and aid in contact tracing efforts. The source for this information is a CNA interview and a Today Online article from January 2020."
21,"The document discusses the idea of using supervised classification in building vision systems using deep learning. This involves classifying input images into specific categories, such as a person's name. However, challenges arise when there is insufficient data for a certain class or when there are a large number of classes. The classifier used can be either traditional machine learning or deep learning methods, trained from an annotated image dataset. The output of the classifier is a score."
22,"The traditional method for image matching involves extracting features from images and evaluating their similarity using techniques like color histograms, LBP, HoG, pre-trained CNN, or ViT. This is done by calculating the Euclidean distance between the features. The image with the largest similarity score is then identified and the person's name in the photo is retrieved."
23,"This section discusses feature similarity evaluation for unit vectors using pre-defined metrics, including Euclidean distance and cosine similarity distance. It explains how these metrics can be used to determine the similarity between two vectors, with a higher score indicating a greater similarity and a lower score indicating less similarity. The scenarios of same direction, nearly orthogonal, and opposite direction are also described, along with corresponding angles and similarity scores."
24,"The problem statement on page 24 of the document 'VSE 4 VSDL (representation learning and generation) v2.0.pdf' discusses the challenge in traditional image matching approaches, where the feature representation and similarity metric are not learned jointly. The input for this problem is a pair of images, and the goal is to evaluate how similar they are to each other. The output can be a binary label indicating if the images are the same or different, or a real number indicating the level of similarity between the images. The example dataset used is the Labeled Faces in the Wild dataset."
25,"A Siamese network is a type of neural network that has two identical subnetworks with shared parameters. It is used for learning representations in deep learning and is commonly used for tasks such as image recognition and similarity matching. The network is trained by feeding it pairs of inputs, with positive pairs being from the same class and negative pairs from different classes. The shared weights are updated through backpropagation, and the loss is calculated based on the distance between the features extracted from the shared backbone model. This architecture was first introduced in a paper titled ""Discriminative learning of deep convolutional feature point descriptors"" in 2015."
26,"The Siamese network uses a contrastive loss function to train models for visual similarity tasks, where 𝑦𝑦 is a binary label indicating positive or negative pairs. The positive pair loss is calculated using the Euclidian loss, while the negative pair loss uses the Hinge loss with a user-defined margin 𝑚𝑚. The backbone of the network shares weights between the two input images. The margin 𝑚𝑚 is based on the expected distance between negative samples. This approach was proposed in a 2015 paper on discriminative learning of deep convolutional feature point descriptors."
27,The Siamese network is a deep learning model used for building vision systems. It takes in a query image and extracts features to calculate similarity with images in a training dataset. Positive pairs (from the same person) and negative pairs (from different people) are generated and used to train the model. The trained model is then used to find the largest similarity score and retrieve the name of the person from a reference image database.
