Page Number,Summary
1,"explore how artificial intelligence (AI) can be used to enhance Singapore's food security. A team of engineers, a UI/UX designer, project managers, and data collectors from the Singapore Food Agency (SFA) and GovTech have collaborated to develop an AI system that can predict and prevent food supply chain disruptions. The system uses machine learning algorithms to analyze data from various sources, such as weather forecasts, shipping schedules, and market demand, to identify potential disruptions and suggest mitigation measures. By using AI, we can improve the efficiency and effectiveness of food supply chain management, ultimately ensuring a stable food supply for Singapore.

The article discusses the use of artificial intelligence (AI) in enhancing Singapore's food security. A team of engineers, a UI/UX"
2,"The article discusses how GovTech and SFA have collaborated to use AI technology to automate the process of growing and sustaining a rotifer culture, which is a crucial feed for fish larvae in large-scale fish hatchery production. This is important because a consistent rotifer production is necessary for the survival of the larvae, and any disruption can lead to significant losses. The article also mentions the challenges of maintaining a rotifer culture and how technology can help ensure its health."
3,"The article discusses the use of artificial intelligence (AI) in the food industry, specifically in enhancing Singapore's food security. It focuses on the example of using AI to monitor the health of rotifer cultures, a crucial food source for fish hatcheries. Currently, technicians have to manually count and assess the rotifers, which is a time-consuming and labor-intensive process. With AI, this task can be automated, allowing for more efficient and timely monitoring of the rotifer cultures. This can help maintain their stability and prevent any decline in their health."
4,"The article discusses the use of artificial intelligence (AI) in Singapore's food industry to enhance food security. Specifically, it focuses on the use of AI in monitoring rotifers, a type of microorganism used in fish and shrimp farming. The traditional method of manually counting rotifers is time-consuming and labor-intensive, with one staff member spending 40 minutes daily for 5 to 10 samples. AI technology allows for faster and more accurate counting, as well as the ability to track other parameters such as the number of egg-carrying rotifers and activity levels. This helps to ensure the health of the rotifer population and prevent potential crashes in the farming system."
5,"The article discusses the use of Artificial Intelligence (AI) in the food industry, specifically in enhancing Singapore's food security. It focuses on a project involving the identification and counting of different types of rotifers in a water sample, which is a laborious task. The team experimented with object detection AI models and determined that using a camera phone was the most cost-effective approach for image capturing. This solution could be adopted by both the Singapore Food Agency (SFA) and hatcheries locally and regionally."
6,"The article discusses the use of Artificial Intelligence (AI) in the food industry to enhance food security in Singapore. Specifically, it focuses on the development of an AI model for automating rotifer counting, a crucial process in aquaculture. The article outlines the steps taken to design the object detection pipeline for the model, which includes identifying the different classes of rotifers and sub-classifying them as healthy or unhealthy. The model is trained to identify six different types of rotifers, which fall under the healthy and unhealthy categories."
7,"The article discusses the use of artificial intelligence (AI) in the food industry to enhance Singapore's food security. It mentions the importance of identifying different types of rotifers, which are microscopic organisms found in water, and how AI can help with this task. The data collection process involves taking pictures of water samples using smartphones, and the images are captured under good lighting and high resolution. The challenge lies in detecting the tiny rotifer objects, which only take up 0.0225% of the image area."
8,"The article discusses the use of artificial intelligence (AI) to enhance Singapore's food security. One important aspect of this is data annotation, which involves accurately labeling images to train the AI model. This process was carried out by officers from the Singapore Food Agency (SFA) who have the necessary domain knowledge. It takes approximately 40 minutes to label each image, with at least 100 rotifer objects in each image. SFA assisted with the annotation of all training and test images."
9,"The article discusses the use of artificial intelligence (AI) in the food industry to enhance Singapore's food security. It specifically focuses on a project that uses AI to identify and classify different types of rotifers in water samples. The data distribution showed that two-egg carriers were not significant and were excluded from the dataset. The remaining classes were augmented with noise and adjustments to improve image quality. The distribution of the five classes showed that ciliates, dead objects, and clumps only make up 6% of the total counts."
10,"The article discusses the use of artificial intelligence (AI) in the food industry to enhance Singapore's food security. It mentions the challenges of data imbalance in training a rotifer detection model and the attempt to address it through data augmentation. However, this approach was found to affect the quality and accuracy of the model. The focus was then shifted to training a model to detect and count rotifers and one-egg carriers, which are not the minority class. The article also mentions the use of AI to automate data preprocessing, specifically in minimizing background noise in images."
11,"by

The article discusses the use of artificial intelligence (AI) in the food industry to enhance Singapore's food security. One challenge faced was reducing background noise in images, which was addressed by manually cropping images to the iodine blob. To automate this process, the team experimented with color spaces and OpenCV tools to automatically crop the desired region. This helped save time and effort in the cropping process."
12,"The article discusses the use of artificial intelligence (AI) in the food industry to enhance Singapore's food security. It explains how AI can be used to detect iodine patches on food items, which can indicate the presence of iodine deficiency. This is done by converting RGB to HSV and extracting the saturation channel. The article also describes the process of automating the cropping of the iodine patch for analysis and the training and evaluation of the AI model using a dataset of 47 images."
13,"The article discusses the use of artificial intelligence (AI) in enhancing Singapore's food security, specifically in the detection and identification of different types of rotifer objects in aquaculture. A YOLOv3 detector was trained and benchmarked on a test set, showing good results in detecting healthy rotifers, one-egg carriers, and clumps. However, the model had a low score for ciliates and dead rotifer objects due to limited training data. The model was rolled out for beta testing and to collect more data for further refinement. The results of the trained AI model showed accurate detection of different rotifer objects."
14,"The article discusses the use of artificial intelligence (AI) in the food industry to enhance Singapore's food security. The Singapore Food Agency (SFA) has approved an AI model that can accurately identify healthy rotifers, which are important for fish breeding. The model has been integrated into a mobile web application for easy use by end-users. This technology can help improve the efficiency and accuracy of identifying healthy rotifers, thus supporting Singapore's efforts in ensuring food security."
15,"The article discusses the use of artificial intelligence (AI) in the food industry, specifically in Singapore's food security efforts. It highlights a web application developed for counting rotifers in water samples, which has reduced the time taken for counting from 40 minutes to just 1 minute. The use of AI has also improved the consistency and objectivity of the counting process, as it is no longer dependent on human judgement. This has allowed technicians to improve their standard operating procedures for rotifer culture, freeing up more time for other important tasks. The article also mentions some challenges faced in implementing AI in the food industry."
16,"The article discusses the use of artificial intelligence (AI) in the food industry, specifically in enhancing Singapore's food security. The focus is on a particular use-case where AI was used to identify different types of rotifers, minute organisms that are important for fish farming. The project faced challenges in identifying the ground truths and building a strong relationship with stakeholders. An agile approach was used with quick iterations and prototyping, resulting in stakeholders understanding the importance of the labelling process. The AI-solution was made available to SFA officers, but there is room for improvement in accuracy, robustness, and UI design. The success of this project has led to potential future collaborations between DSAID and SFA for other use-cases involving object detection,"
17,"The article discusses a project that uses artificial intelligence (AI) to enhance Singapore's food security. The project was awarded the Ministry of Sustainability and the Environment (MSE) Innovation Award in 2020. The team behind the project expresses gratitude to the MSE award committee for recognizing their hard work. The article also mentions the team members involved in the project, including Muhammad Nazar, Manoshi Vasudevan, and Colin. The project utilizes AI for object detection, Yolov3, automation, data science, and video analytics."
