Page Number,Summary
1,"The document provides an overview of the administrative operations for programmes in Singapore. It covers key areas such as financial management, procurement, human resources, and reporting. It also outlines the roles and responsibilities of different teams and provides guidance on processes and procedures. The document aims to ensure efficient and effective programme management in Singapore."
2,"The National University of Singapore Institute of Systems Science (NUS-ISS) welcomes participants to their lifelong learning journey in digital excellence. The course materials are protected by copyright and should not be distributed or reproduced without permission. NUS-ISS offers a variety of learning pathways in fields such as artificial intelligence, cybersecurity, and data science. Participants can contact NUS-ISS for assistance or information about their programmes. The Director, Executive Education & Corporate Services, Yum Hui Yuen, wishes participants a productive and fulfilling learning experience."
3,"The current public announcement system at NUS-ISS for emergency situations involves two stages. The first message is triggered by the fire alarm and informs occupants that the alarm has been activated and the situation is being investigated. The second message is for a false alarm situation, where it is confirmed that there is no emergency and apologizes for any inconvenience. The third message is for an actual emergency, instructing occupants to evacuate through the nearest exit staircase and follow instructions from Fire Wardens, without using elevators."
4,"This section discusses the evacuation staircases and main lift lobby at levels 3 and 4. There are five staircases, each with a designated number, and they are used for emergency evacuations. The main lift lobby is also an evacuation point. It is important to familiarize oneself with these locations in case of an emergency."
5,"In case of a fire alarm, employees are instructed to evacuate the building immediately using the nearest exit door and following the signs to the staircase. They should leave all belongings behind and not use the lift. The assembly point is located at the carpark in front of the I-Cube entrance. Employees should not re-enter the building unless instructed to do so by the Fire Safety Coordinator or SCDF Officer."
6,The document reminds all staff and students to take note of the emergency exit at each level of the building. It also states that fire extinguishers are located in all classrooms and at critical points on each floor. This information is important for the safety of everyone in the building.
7,The document highlights various important information for students at NUS. It mentions the availability of WIFI on campus and encourages students to connect to the “NUS-Guest” network. It also promotes sustainability by using e-copies of course notes and biodegradable cutleries. Students are reminded to switch their mobile phones to silent or vibration mode during classes for an undisturbed learning experience. It is emphasized that NUS is a smoke-free campus and smoking is strictly prohibited within its premises.
8,"The document reminds attendees to only consume food and drinks in the designated area, Bisstro at level 3. It also specifies the dress code for class, which is smart casual and prohibits slippers, shorts, and singlets. Attendees are encouraged to give feedback on the course they attended."
9,"To maintain a pleasant experience for all users, it is important for everyone to help keep the NUS-ISS facilities clean. This includes disposing of food items and containers properly at Bisstro's bins. The CoE is available for students/participants to use. There is a shuttle service provided for transportation to and from NUS-ISS, with specific timings and pick-up/drop-off points. It is recommended to arrive at the pick-up point five minutes before the designated time to avoid missing the bus. The shuttle service does not operate on Sundays and public holidays."
10,":

The NUS-ISS building requires entry through the main entrance and reminds visitors to switch off lights and air-conditioning when leaving a room. Amenities available include vending machines, nursing and prayer rooms, and parking for motorcycles, cars, and bicycles. However, it is prohibited to move furniture or sleep in common areas. Additionally, it is important to avoid putting feet on chairs or furniture."
11,"The document provides links to the social media pages of the NUS Institute of Systems Science (ISS), including Facebook, Instagram, YouTube, LinkedIn, and their official website."
