Page Number,Summary
1,"The document is an orientation presentation for the Master of Technology Programmes in Enterprise Business Analytics, Intelligent Systems, and Software Engineering. It welcomes the new students and provides important information about the programme, including its structure, curriculum, and learning outcomes. The orientation will take place on August 20, 2022, and will cover topics such as course registration, academic policies, and resources available to students. It also highlights the benefits of the programme, such as industry partnerships and networking opportunities."
2,"The document is an orientation slide for the MTech program at the National University of Singapore. The briefing will take place on August 20, 2022 and will be led by Ms. Christina Lee, the Head of Programme Operations at ISS. The slides can be found on the ISS website and will cover important information for new students, such as program structure, course registration, and student support services."
3,"119615

The Orientation Slides MTech (Admin Briefing) provide an overview of the Master of Technology (MTech) program at the Institute of Systems Science (ISS) in Singapore. The program is designed for working professionals and offers a range of specializations in areas such as Artificial Intelligence, Cybersecurity, and Software Engineering. The program is accredited by the National University of Singapore and is taught by experienced faculty and industry experts. The slides also include information on the location of the ISS campus at Heng Mui Keng Terrace and the contact details for the administration office."
4,"The National University of Singapore offers a complimentary shuttle bus service for staff and students, which can be accessed with a valid NUS staff or student card. To reach the campus, individuals can take the NUS internal shuttle bus service A2 from the bus stop opposite Kent Ridge MRT Station (OPP KR MRT) and alight at the stop opposite Hon Sui Sen Memorial Library (OPP HSSML). Alternatively, walking directions are also available."
5,"The National University of Singapore offers a shuttle service for students to and from the NUS-ISS Campus and Dover MRT Station (Exit A). The service costs $1.00 per trip and only accepts EZ-link cards. The shuttle runs Monday to Saturday mornings at 7.35am, 8.05am, and 8.35am from Dover MRT pick-up point (Exit A) to ISS, and Monday to Friday evenings at 5.15pm, 5.55pm, and 6.30pm from ISEAS (opposite ISS) to Dover MRT drop-off point (Exit A). Students are advised to arrive at the pick-up point at least 5 minutes early to avoid missing the"
6,"The National University of Singapore offers a shuttle service for administrative staff, with designated pick-up and drop-off points around the campus. These points can be found on Google Maps."
7,"The NUS Institute of Systems Science (ISS) is a leading global institute for applied research and education in the fields of information technology, systems science, and management. It offers a wide range of graduate programs, executive education courses, and consulting services to individuals and organizations. The ISS is located at the NUS campus and has a state-of-the-art Inspire Theatre for interactive learning and collaboration. Interested individuals can visit the ISS website for more information and to stay updated on their latest offerings."
8,"The key points from page 8 of the document 'Orientation Slides MTech (Admin Briefing) v1.pdf' are that having a good social life and sharing food with others can enhance one's thinking abilities and overall well-being. This idea is supported by the quote from Laurie Colwin, which suggests that dining well and enjoying food with others can contribute to a fulfilling and enjoyable social life."
9,[No content to summarize]
10,[No content to summarize]
11,[No content to summarize]
12,"Students must carry their NUS Student ID card at all times for identification. Only registered MTech students are allowed to attend MTech classes. If unregistered students are found attending classes, they will be handed over to the police and prosecuted. Smoking is strictly prohibited on both NUS-ISS and NUS campuses."
