Page Number,Summary
1,"looking for

The document is an introduction to the Master of Technology (MTech) program at the Institute of Systems Science (ISS) in the National University of Singapore (NUS). It outlines the mission and vision of the program, which aims to equip students with practical skills and knowledge to address real-world challenges in the digital age. The program is open to working professionals with at least two years of relevant experience, and applicants should possess a bachelor's degree in any discipline. The document also highlights the unique features of the program, such as its industry-relevant curriculum and strong industry partnerships. It encourages interested individuals to apply and join the community of over 3,000 successful alumni."
2,Dr. Leong Mun Kew is the Director of Graduate Programmes at the Institute of Systems Science (ISS) at the National University of Singapore (NUS). He has over 30 years of experience in IT and has held various positions such as Chief Technology Officer at the Singapore National Library Board and Principal Scientist at the A*STAR Institute for Infocomm Research. He received his PhD from Stanford University and has published numerous papers and patents. He is a Senior Member of the Singapore Computer Society and has served on various committees and councils.
3,The National University of Singapore (NUS) has been ranked as the top university in Asia in the 2022 QS Universities Ranking. This recognition solidifies NUS's position as a leading global university in Asia.
4,"The Institute of Systems Science at the National University of Singapore has trained over 162,500 digital leaders and professionals, held 358 industry seminars, and served 8,000 corporate clients and organizations. The institute also has a strong network of 7,170 alumni from its graduate programmes."
5,"The document provides information on the various graduate programmes offered by the National University of Singapore, specifically the Graduate Diploma in Systems Analysis and four Master of Technology programmes: Enterprise Business Analytics, Intelligent Systems, Software Engineering, and Digital Leadership. These programmes are designed to equip students with the necessary skills and knowledge to excel in their respective fields. The document also mentions that the university holds the rights to all content and materials provided in the programmes."
6,"The ISS has gone through several major milestones since its inception in 1981. In the 1980s, it was established as a training institute. In the 1990s, it obtained industry certifications and in the 2000s, it became part of the Skills Future movement and offered multiple learning pathways. In the 2010s, it introduced the Master of Technology program and established the eGovernment and Smart Health Leadership Centres. In the 2020s, it continues to partner with industry and government agencies, offering stackable programs and blended learning through the GovTech Digital Academy. This year, in 2022, it welcomes new students to its Master of Technology program."
7,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS). These include its inception in 1981, industry certifications in 1999, and the Skills Future Movement in 2008. The ISS has also established multiple learning pathways, such as the Master of Technology program in 2006 and the eGovernment Leadership Centre in 2015. In recent years, the ISS has focused on industry 4.0 and launched the Smart Health Leadership Centre in 2017. The ISS has also partnered with various organizations, including GovTech Digital Academy, to offer blended learning opportunities. In 2022, the ISS will introduce the Leaders' Programme, which builds on its earlier programs such as the Grad Dip Systems Analysis"
8,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS). These milestones include its inception in 1981, industry certifications in 1999, the Skills Future Movement in 2008, and the establishment of multiple learning pathways. In 2006, ISS launched its Master of Technology program, followed by the eGovernment Leadership Centre in 2015 and the Smart Health Leadership Centre in 2017. The institute also offers industry-focused programs such as the Industry 4.0 Skill Future Series and stackable programmes. ISS has partnerships with organizations such as GovTech Digital Academy and offers blended learning opportunities. In 2022, ISS will launch the MTech Knowledge Engineering, MTech Software Engineering, MTech Enterprise"
9,"The ISS has undergone significant development and growth since its inception in 1981. In the 1980s, it was founded and in the 1990s, it received industry certifications. In the 2000s, it became part of the Skills Future movement and offered multiple learning pathways. In 2006, the Master of Technology program was introduced and in 2015, the eGovernment Leadership Centre was established. In 2017, the Smart Health Leadership Centre was launched and in the current decade, the ISS has been involved in Industry 4.0 and Skill Future Series Stackable Programmes. It has also partnered with GovTech Digital Academy and implemented a blended learning approach. In 2022, the ISS will continue"
10,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS) from its inception in 1981 to the present day. These milestones include the establishment of industry certifications in 1999, the Skills Future Movement in 2008, and the launch of the Master of Technology program in 2006. In recent years, ISS has also established partnerships with organizations such as IDA, LKYSPP, and GovTech Digital Academy to offer blended learning and industry 4.0 skill development programs. These partnerships demonstrate ISS's commitment to staying at the forefront of technology and providing relevant and practical education for professionals."
11,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS). These include its inception in 1981, industry certifications in 1999, and the Skills Future movement in 2008. In 2006, ISS introduced the Master of Technology program, and in 2015 and 2017, the eGovernment Leadership Centre and Smart Health Leadership Centre were established. The 2020s saw the introduction of the Industry 4.0 Skill Future Series, stackable programs, and the GovTech Digital Academy. ISS has also been operating as a partner of GovTech since 2022 and has been offering blended learning programs. Other notable milestones include being a WSQ NICF in 2007, a"
12,"The ISS has undergone several major milestones since its inception in 1981. In the 1980s, it was founded, and in the 1990s, it received industry certifications. In the 2000s, it became a leader in the Skills Future movement and offered multiple learning pathways. In the 2010s, it established the Master of Technology program and launched the eGovernment and Smart Health Leadership Centres. In the 2020s, it partnered with GovTech to launch the Digital Academy and introduced blended learning. These milestones have helped the ISS become a leader in industry 4.0 and offer stackable programs for continuous learning and development."
13,"The ISS has undergone significant milestones since its inception in 1981. In the 1990s, it obtained industry certifications and in the 2000s, it became a leader in the Skills Future movement and offered multiple learning pathways. In 2006, it introduced the Master of Technology program and in 2015, the eGovernment Leadership Centre was established. The Smart Health Leadership Centre was launched in 2017 and in the 2020s, the ISS became an operating partner of the GovTech Digital Academy and introduced blended learning. The ISS continues to evolve and in 2022, it will offer stackable programmes and operate the [REDACTED_PHONE] industry 4.0 Skill Future Series."
14,"The document outlines the major milestones in the evolution of the Institute of Systems Science (ISS) from its inception in 1981 to the present day. In the 1980s, ISS was established and in 1999 it received industry certifications. In the 2000s, ISS became part of the Skills Future Movement and introduced multiple learning pathways. In 2006, the Master of Technology program was launched and in 2015, the eGovernment Leadership Centre was established. The Smart Health Leadership Centre followed in 2017, and in the current decade, ISS has focused on Industry 4.0 and introduced stackable programmes. In 2022, ISS will launch the GovTech Digital Academy and adopt a blended learning approach."
